CellID,Batch,Annotation,cell_id,Annotation_0305
CELL.1850,Adult_telencephalon_rep2_DP8400015234BLA3_1,RIBRGC,1850,RIBEGC
CELL.1851,Adult_telencephalon_rep2_DP8400015234BLA3_1,DIPC,1851,TLNBL
CELL.1852,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,1852,CMPN
CELL.1853,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,1853,MSN
CELL.1855,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,1855,MSN
CELL.1856,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,1856,MSN
CELL.1857,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,1857,NTNG1EX
CELL.1858,Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,1858,SCGNIN
CELL.1859,Adult_telencephalon_rep2_DP8400015234BLA3_1,RIBRGC,1859,RIBEGC
CELL.1860,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,1860,MSN
CELL.1861,Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTRGC,1861,WNTEGC
CELL.1862,Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,1862,SCGNIN
CELL.1863,Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,1863,SCGNIN
CELL.1864,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,1864,NTNG1EX
CELL.1865,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,1865,NTNG1EX
CELL.1866,Adult_telencephalon_rep2_DP8400015234BLA3_1,RIBRGC,1866,RIBEGC
CELL.1867,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,1867,MSN
CELL.1868,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,1868,VLMC
CELL.1870,Adult_telencephalon_rep2_DP8400015234BLA3_1,SFRPRGC,1870,SFRPEGC
CELL.1871,Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,1871,SCGNIN
CELL.1872,Adult_telencephalon_rep2_DP8400015234BLA3_1,RIBRGC,1872,RIBEGC
CELL.1873,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,1873,NTNG1EX
CELL.1875,Adult_telencephalon_rep2_DP8400015234BLA3_1,RIBRGC,1875,RIBEGC
CELL.1876,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,1876,NTNG1EX
CELL.1877,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,1877,NTNG1EX
CELL.1878,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,1878,MSN
CELL.1879,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,1879,NTNG1EX
CELL.1880,Adult_telencephalon_rep2_DP8400015234BLA3_1,CCKIN,1880,CCKIN
CELL.1881,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,1881,NTNG1EX
CELL.1882,Adult_telencephalon_rep2_DP8400015234BLA3_1,SFRPRGC,1882,SFRPEGC
CELL.1883,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,1883,MSN
CELL.1884,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,1884,VLMC
CELL.1885,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,1885,MSN
CELL.1886,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,1886,CMPN
CELL.1887,Adult_telencephalon_rep2_DP8400015234BLA3_1,RIBRGC,1887,RIBEGC
CELL.1888,Adult_telencephalon_rep2_DP8400015234BLA3_1,CCKIN,1888,CCKIN
CELL.1889,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,1889,MSN
CELL.1890,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,1890,CMPN
CELL.1891,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,1891,NTNG1EX
CELL.1892,Adult_telencephalon_rep2_DP8400015234BLA3_1,RIBRGC,1892,RIBEGC
CELL.1893,Adult_telencephalon_rep2_DP8400015234BLA3_1,RIBRGC,1893,RIBEGC
CELL.1894,Adult_telencephalon_rep2_DP8400015234BLA3_1,SFRPRGC,1894,SFRPEGC
CELL.1895,Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,1895,CP
CELL.1896,Adult_telencephalon_rep2_DP8400015234BLA3_1,RIBRGC,1896,RIBEGC
CELL.1897,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,1897,MSN
CELL.1898,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,1898,MSN
CELL.1899,Adult_telencephalon_rep2_DP8400015234BLA3_1,SFRPRGC,1899,SFRPEGC
CELL.1900,Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,1900,SCGNIN
CELL.1901,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,1901,NTNG1EX
CELL.1902,Adult_telencephalon_rep2_DP8400015234BLA3_1,DIPC,1902,TLNBL
CELL.1903,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,1903,NTNG1EX
CELL.1904,Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,1904,SCGNIN
CELL.1905,Adult_telencephalon_rep2_DP8400015234BLA3_1,SFRPRGC,1905,SFRPEGC
CELL.1906,Adult_telencephalon_rep2_DP8400015234BLA3_1,RIBRGC,1906,RIBEGC
CELL.1907,Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTRGC,1907,WNTEGC
CELL.1908,Adult_telencephalon_rep2_DP8400015234BLA3_1,RIBRGC,1908,RIBEGC
CELL.1909,Adult_telencephalon_rep2_DP8400015234BLA3_1,SFRPRGC,1909,SFRPEGC
CELL.1910,Adult_telencephalon_rep2_DP8400015234BLA3_1,RIBRGC,1910,RIBEGC
CELL.1911,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,1911,NTNG1EX
CELL.1912,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,1912,NTNG1EX
CELL.1913,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,1913,VLMC
CELL.1914,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,1914,NTNG1EX
CELL.1915,Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,1915,SCGNIN
CELL.1916,Adult_telencephalon_rep2_DP8400015234BLA3_1,CCKIN,1916,CCKIN
CELL.1917,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,1917,MSN
CELL.1918,Adult_telencephalon_rep2_DP8400015234BLA3_1,SFRPRGC,1918,SFRPEGC
CELL.1919,Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTRGC,1919,WNTEGC
CELL.1920,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,1920,NTNG1EX
CELL.1921,Adult_telencephalon_rep2_DP8400015234BLA3_1,SSTIN,1921,SSTIN
CELL.1922,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,1922,NTNG1EX
CELL.1924,Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,1924,SCGNIN
CELL.1926,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,1926,MSN
CELL.1927,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,1927,CMPN
CELL.1928,Adult_telencephalon_rep2_DP8400015234BLA3_1,RIBRGC,1928,RIBEGC
CELL.1929,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,1929,MSN
CELL.1931,Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,1931,SCGNIN
CELL.1932,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,1932,NTNG1EX
CELL.1933,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,1933,VLMC
CELL.1934,Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,1934,SCGNIN
CELL.1935,Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,1935,SCGNIN
CELL.1936,Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,1936,SCGNIN
CELL.1937,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,1937,NTNG1EX
CELL.1938,Adult_telencephalon_rep2_DP8400015234BLA3_1,RIBRGC,1938,RIBEGC
CELL.1939,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,1939,MSN
CELL.1940,Adult_telencephalon_rep2_DP8400015234BLA3_1,CCKIN,1940,CCKIN
CELL.1941,Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTRGC,1941,WNTEGC
CELL.1943,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,1943,MSN
CELL.1944,Adult_telencephalon_rep2_DP8400015234BLA3_1,SFRPRGC,1944,SFRPEGC
CELL.1945,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,1945,MSN
CELL.1946,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,1946,NTNG1EX
CELL.1947,Adult_telencephalon_rep2_DP8400015234BLA3_1,RIBRGC,1947,RIBEGC
CELL.1948,Adult_telencephalon_rep2_DP8400015234BLA3_1,RIBRGC,1948,RIBEGC
CELL.1949,Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,1949,SCGNIN
CELL.1950,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,1950,VLMC
CELL.1951,Adult_telencephalon_rep2_DP8400015234BLA3_1,SSTIN,1951,SSTIN
CELL.1952,Adult_telencephalon_rep2_DP8400015234BLA3_1,DIPC,1952,TLNBL
CELL.1953,Adult_telencephalon_rep2_DP8400015234BLA3_1,RIBRGC,1953,RIBEGC
CELL.1954,Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,1954,SCGNIN
CELL.1955,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,1955,MSN
CELL.1957,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,1957,NTNG1EX
CELL.1958,Adult_telencephalon_rep2_DP8400015234BLA3_1,RIBRGC,1958,RIBEGC
CELL.1959,Adult_telencephalon_rep2_DP8400015234BLA3_1,RIBRGC,1959,RIBEGC
CELL.1960,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,1960,MSN
CELL.1961,Adult_telencephalon_rep2_DP8400015234BLA3_1,DIPC,1961,TLNBL
CELL.1963,Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,1963,CP
CELL.1964,Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTRGC,1964,WNTEGC
CELL.1965,Adult_telencephalon_rep2_DP8400015234BLA3_1,RIBRGC,1965,RIBEGC
CELL.1966,Adult_telencephalon_rep2_DP8400015234BLA3_1,RIBRGC,1966,RIBEGC
CELL.1968,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,1968,NTNG1EX
CELL.1969,Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,1969,SCGNIN
CELL.1970,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,1970,NTNG1EX
CELL.1971,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,1971,NTNG1EX
CELL.1972,Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTRGC,1972,WNTEGC
CELL.1973,Adult_telencephalon_rep2_DP8400015234BLA3_1,CCKIN,1973,CCKIN
CELL.1974,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,1974,VLMC
CELL.1975,Adult_telencephalon_rep2_DP8400015234BLA3_1,RIBRGC,1975,RIBEGC
CELL.1977,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,1977,MSN
CELL.1978,Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,1978,SCGNIN
CELL.1979,Adult_telencephalon_rep2_DP8400015234BLA3_1,RIBRGC,1979,RIBEGC
CELL.1980,Adult_telencephalon_rep2_DP8400015234BLA3_1,SFRPRGC,1980,SFRPEGC
CELL.1981,Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTRGC,1981,WNTEGC
CELL.1982,Adult_telencephalon_rep2_DP8400015234BLA3_1,CCKIN,1982,CCKIN
CELL.1983,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,1983,VLMC
CELL.1984,Adult_telencephalon_rep2_DP8400015234BLA3_1,RIBRGC,1984,RIBEGC
CELL.1985,Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTRGC,1985,WNTEGC
CELL.1986,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,1986,NTNG1EX
CELL.1987,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,1987,NTNG1EX
CELL.1988,Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,1988,SCGNIN
CELL.1989,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,1989,VLMC
CELL.1991,Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,1991,SCGNIN
CELL.1992,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,1992,NTNG1EX
CELL.1993,Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,1993,SCGNIN
CELL.1994,Adult_telencephalon_rep2_DP8400015234BLA3_1,RIBRGC,1994,RIBEGC
CELL.1995,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,1995,MSN
CELL.1996,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,1996,MSN
CELL.1997,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,1997,MSN
CELL.1998,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,1998,VLMC
CELL.1999,Adult_telencephalon_rep2_DP8400015234BLA3_1,DIPC,1999,TLNBL
CELL.2000,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,2000,NTNG1EX
CELL.2001,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,2001,NTNG1EX
CELL.2002,Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,2002,SCGNIN
CELL.2003,Adult_telencephalon_rep2_DP8400015234BLA3_1,CCKIN,2003,CCKIN
CELL.2004,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,2004,MSN
CELL.2005,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,2005,MSN
CELL.2006,Adult_telencephalon_rep2_DP8400015234BLA3_1,RIBRGC,2006,RIBEGC
CELL.2007,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,2007,MSN
CELL.2008,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,2008,MSN
CELL.2009,Adult_telencephalon_rep2_DP8400015234BLA3_1,RIBRGC,2009,RIBEGC
CELL.2010,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,2010,VLMC
CELL.2011,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,2011,MSN
CELL.2012,Adult_telencephalon_rep2_DP8400015234BLA3_1,RIBRGC,2012,RIBEGC
CELL.2014,Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTRGC,2014,WNTEGC
CELL.2015,Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,2015,SCGNIN
CELL.2017,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,2017,VLMC
CELL.2018,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,2018,NTNG1EX
CELL.2019,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,2019,NTNG1EX
CELL.2020,Adult_telencephalon_rep2_DP8400015234BLA3_1,SFRPRGC,2020,SFRPEGC
CELL.2021,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,2021,MSN
CELL.2022,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,2022,NTNG1EX
CELL.2025,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,2025,CMPN
CELL.2026,Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTRGC,2026,WNTEGC
CELL.2027,Adult_telencephalon_rep2_DP8400015234BLA3_1,RIBRGC,2027,RIBEGC
CELL.2028,Adult_telencephalon_rep2_DP8400015234BLA3_1,DIPC,2028,TLNBL
CELL.2029,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,2029,MSN
CELL.2030,Adult_telencephalon_rep2_DP8400015234BLA3_1,CCKIN,2030,CCKIN
CELL.2031,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,2031,MSN
CELL.2032,Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTRGC,2032,WNTEGC
CELL.2033,Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTRGC,2033,WNTEGC
CELL.2034,Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,2034,SCGNIN
CELL.2035,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,2035,NTNG1EX
CELL.2036,Adult_telencephalon_rep2_DP8400015234BLA3_1,RIBRGC,2036,RIBEGC
CELL.2037,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,2037,MSN
CELL.2038,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,2038,NTNG1EX
CELL.2039,Adult_telencephalon_rep2_DP8400015234BLA3_1,RIBRGC,2039,RIBEGC
CELL.2040,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,2040,MSN
CELL.2041,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,2041,MSN
CELL.2042,Adult_telencephalon_rep2_DP8400015234BLA3_1,SFRPRGC,2042,SFRPEGC
CELL.2043,Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,2043,CP
CELL.2044,Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,2044,SCGNIN
CELL.2045,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,2045,NTNG1EX
CELL.2046,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,2046,VLMC
CELL.2047,Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,2047,CP
CELL.2048,Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,2048,SCGNIN
CELL.2049,Adult_telencephalon_rep2_DP8400015234BLA3_1,RIBRGC,2049,RIBEGC
CELL.2050,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,2050,MSN
CELL.2051,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,2051,VLMC
CELL.2052,Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTRGC,2052,WNTEGC
CELL.2053,Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,2053,SCGNIN
CELL.2054,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,2054,NTNG1EX
CELL.2055,Adult_telencephalon_rep2_DP8400015234BLA3_1,RIBRGC,2055,RIBEGC
CELL.2056,Adult_telencephalon_rep2_DP8400015234BLA3_1,SFRPRGC,2056,SFRPEGC
CELL.2057,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,2057,VLMC
CELL.2058,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,2058,VLMC
CELL.2059,Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,2059,SCGNIN
CELL.2060,Adult_telencephalon_rep2_DP8400015234BLA3_1,SFRPRGC,2060,SFRPEGC
CELL.2061,Adult_telencephalon_rep2_DP8400015234BLA3_1,RIBRGC,2061,RIBEGC
CELL.2062,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,2062,VLMC
CELL.2063,Adult_telencephalon_rep2_DP8400015234BLA3_1,SFRPRGC,2063,SFRPEGC
CELL.2064,Adult_telencephalon_rep2_DP8400015234BLA3_1,RIBRGC,2064,RIBEGC
CELL.2065,Adult_telencephalon_rep2_DP8400015234BLA3_1,RIBRGC,2065,RIBEGC
CELL.2066,Adult_telencephalon_rep2_DP8400015234BLA3_1,RIBRGC,2066,RIBEGC
CELL.2067,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,2067,NTNG1EX
CELL.2068,Adult_telencephalon_rep2_DP8400015234BLA3_1,CCKIN,2068,CCKIN
CELL.2069,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,2069,MSN
CELL.2071,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,2071,MSN
CELL.2072,Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,2072,SCGNIN
CELL.2073,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,2073,NTNG1EX
CELL.2074,Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTRGC,2074,WNTEGC
CELL.2075,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,2075,MSN
CELL.2076,Adult_telencephalon_rep2_DP8400015234BLA3_1,DIPC,2076,TLNBL
CELL.2077,Adult_telencephalon_rep2_DP8400015234BLA3_1,RIBRGC,2077,RIBEGC
CELL.2078,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,2078,MSN
CELL.2079,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,2079,VLMC
CELL.2080,Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,2080,SCGNIN
CELL.2081,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,2081,NTNG1EX
CELL.2082,Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,2082,SCGNIN
CELL.2083,Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,2083,SCGNIN
CELL.2084,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,2084,VLMC
CELL.2085,Adult_telencephalon_rep2_DP8400015234BLA3_1,SFRPRGC,2085,SFRPEGC
CELL.2086,Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTRGC,2086,WNTEGC
CELL.2087,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,2087,NTNG1EX
CELL.2088,Adult_telencephalon_rep2_DP8400015234BLA3_1,DIPC,2088,TLNBL
CELL.2089,Adult_telencephalon_rep2_DP8400015234BLA3_1,DIPC,2089,TLNBL
CELL.2090,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,2090,VLMC
CELL.2091,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,2091,NTNG1EX
CELL.2092,Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,2092,SCGNIN
CELL.2093,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,2093,VLMC
CELL.2094,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,2094,MSN
CELL.2095,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,2095,MSN
CELL.2096,Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,2096,CP
CELL.2097,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,2097,MSN
CELL.2098,Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTRGC,2098,WNTEGC
CELL.2099,Adult_telencephalon_rep2_DP8400015234BLA3_1,RIBRGC,2099,RIBEGC
CELL.2100,Adult_telencephalon_rep2_DP8400015234BLA3_1,RIBRGC,2100,RIBEGC
CELL.2101,Adult_telencephalon_rep2_DP8400015234BLA3_1,RIBRGC,2101,RIBEGC
CELL.2102,Adult_telencephalon_rep2_DP8400015234BLA3_1,DIPC,2102,TLNBL
CELL.2103,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,2103,MSN
CELL.2104,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,2104,NTNG1EX
CELL.2105,Adult_telencephalon_rep2_DP8400015234BLA3_1,CCKIN,2105,CCKIN
CELL.2107,Adult_telencephalon_rep2_DP8400015234BLA3_1,RIBRGC,2107,RIBEGC
CELL.2108,Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,2108,SCGNIN
CELL.2109,Adult_telencephalon_rep2_DP8400015234BLA3_1,RIBRGC,2109,RIBEGC
CELL.2110,Adult_telencephalon_rep2_DP8400015234BLA3_1,RIBRGC,2110,RIBEGC
CELL.2111,Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,2111,SCGNIN
CELL.2112,Adult_telencephalon_rep2_DP8400015234BLA3_1,DIPC,2112,TLNBL
CELL.2113,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,2113,MSN
CELL.2114,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,2114,NTNG1EX
CELL.2115,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,2115,MSN
CELL.2116,Adult_telencephalon_rep2_DP8400015234BLA3_1,CCKIN,2116,CCKIN
CELL.2117,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,2117,VLMC
CELL.2119,Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,2119,CP
CELL.2120,Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,2120,SCGNIN
CELL.2121,Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,2121,SCGNIN
CELL.2122,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,2122,MSN
CELL.2123,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,2123,VLMC
CELL.2124,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,2124,NTNG1EX
CELL.2125,Adult_telencephalon_rep2_DP8400015234BLA3_1,RIBRGC,2125,RIBEGC
CELL.2126,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,2126,MSN
CELL.2127,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,2127,NTNG1EX
CELL.2128,Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,2128,SCGNIN
CELL.2129,Adult_telencephalon_rep2_DP8400015234BLA3_1,RIBRGC,2129,RIBEGC
CELL.2131,Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,2131,CP
CELL.2132,Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,2132,SCGNIN
CELL.2133,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,2133,NTNG1EX
CELL.2134,Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTRGC,2134,WNTEGC
CELL.2135,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,2135,VLMC
CELL.2137,Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,2137,SCGNIN
CELL.2138,Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,2138,SCGNIN
CELL.2139,Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,2139,SCGNIN
CELL.2140,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,2140,NTNG1EX
CELL.2141,Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTRGC,2141,WNTEGC
CELL.2142,Adult_telencephalon_rep2_DP8400015234BLA3_1,RIBRGC,2142,RIBEGC
CELL.2143,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,2143,VLMC
CELL.2144,Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,2144,SCGNIN
CELL.2145,Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,2145,NTNG1EX
CELL.2146,Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTRGC,2146,WNTEGC
CELL.2147,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,2147,MSN
CELL.2148,Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,2148,SCGNIN
CELL.2149,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,2149,MSN
CELL.2150,Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,2150,SCGNIN
CELL.2151,Adult_telencephalon_rep2_DP8400015234BLA3_1,RIBRGC,2151,RIBEGC
