,CellID,spatial_leiden_e30_s8,Batch,cell_id,seurat_clusters,x_center,y_center,inj_uninj,D_V,Annotation_Final,Annotation_0306
CELL.3713,CELL.3713,0,Injury_20DPI_rep1_SS200000147BL_B4,3713,0,1880.0,6090.0,inj,V,MSN,MSN
CELL.3714,CELL.3714,0,Injury_20DPI_rep1_SS200000147BL_B4,3714,0,1876.0,6119.0,inj,V,MSN,MSN
CELL.3715,CELL.3715,2,Injury_20DPI_rep1_SS200000147BL_B4,3715,8,1873.0,8528.0,uninj,V,MPEX,MPEX
CELL.3717,CELL.3717,2,Injury_20DPI_rep1_SS200000147BL_B4,3717,2,1875.0,9010.0,uninj,V,DPEX,DPEX
CELL.3718,CELL.3718,2,Injury_20DPI_rep1_SS200000147BL_B4,3718,8,1872.0,7230.0,inj,V,MPEX,MPEX
CELL.3720,CELL.3720,0,Injury_20DPI_rep1_SS200000147BL_B4,3720,0,1889.0,9930.0,uninj,V,MSN,MSN
CELL.3721,CELL.3721,0,Injury_20DPI_rep1_SS200000147BL_B4,3721,0,1877.0,6190.0,inj,V,MSN,MSN
CELL.3722,CELL.3722,3,Injury_20DPI_rep1_SS200000147BL_B4,3722,5,1880.0,6996.0,inj,V,NPTXEX,NPTXEX
CELL.3723,CELL.3723,4,Injury_20DPI_rep1_SS200000147BL_B4,3723,6,1877.0,5532.0,inj,V,OBNBL,OBNBL
CELL.3724,CELL.3724,0,Injury_20DPI_rep1_SS200000147BL_B4,3724,0,1882.0,9764.0,uninj,V,MSN,MSN
CELL.3725,CELL.3725,0,Injury_20DPI_rep1_SS200000147BL_B4,3725,1,1881.0,6267.0,inj,V,SFRPRGC,SFRPEGC
CELL.3726,CELL.3726,6,Injury_20DPI_rep1_SS200000147BL_B4,3726,11,1881.0,8413.0,uninj,V,VLMC,VLMC
CELL.3728,CELL.3728,1,Injury_20DPI_rep1_SS200000147BL_B4,3728,1,1879.0,9672.0,uninj,V,SFRPRGC,SFRPEGC
CELL.3730,CELL.3730,8,Injury_20DPI_rep1_SS200000147BL_B4,3730,5,1877.0,7065.0,inj,V,NPTXEX,NPTXEX
CELL.3731,CELL.3731,1,Injury_20DPI_rep1_SS200000147BL_B4,3731,1,1875.0,9483.0,uninj,V,SFRPRGC,SFRPEGC
CELL.3732,CELL.3732,4,Injury_20DPI_rep1_SS200000147BL_B4,3732,6,1876.0,10320.0,uninj,V,OBNBL,OBNBL
CELL.3735,CELL.3735,4,Injury_20DPI_rep1_SS200000147BL_B4,3735,6,1885.0,5673.0,inj,V,OBNBL,OBNBL
CELL.3736,CELL.3736,2,Injury_20DPI_rep1_SS200000147BL_B4,3736,2,1881.0,9028.0,uninj,V,Immature EX,TLNBL
CELL.3737,CELL.3737,1,Injury_20DPI_rep1_SS200000147BL_B4,3737,1,1880.0,6395.0,inj,V,SFRPRGC,SFRPEGC
CELL.3738,CELL.3738,1,Injury_20DPI_rep1_SS200000147BL_B4,3738,10,1882.0,6712.0,inj,V,WNTRGC,WNTEGC
CELL.3739,CELL.3739,0,Injury_20DPI_rep1_SS200000147BL_B4,3739,13,1883.0,10003.0,uninj,V,SCGNIN,SCGNIN
CELL.3740,CELL.3740,4,Injury_20DPI_rep1_SS200000147BL_B4,3740,6,1891.0,10548.0,uninj,V,OBNBL,OBNBL
CELL.3741,CELL.3741,2,Injury_20DPI_rep1_SS200000147BL_B4,3741,2,1895.0,6918.0,inj,V,SSTIN,SSTIN
CELL.3742,CELL.3742,4,Injury_20DPI_rep1_SS200000147BL_B4,3742,6,1886.0,5506.0,inj,V,OBNBL,OBNBL
CELL.3743,CELL.3743,0,Injury_20DPI_rep1_SS200000147BL_B4,3743,13,1881.0,5896.0,inj,V,SCGNIN,SCGNIN
CELL.3744,CELL.3744,0,Injury_20DPI_rep1_SS200000147BL_B4,3744,1,1883.0,9710.0,uninj,V,DIPC,TLNBL
CELL.3745,CELL.3745,1,Injury_20DPI_rep1_SS200000147BL_B4,3745,1,1888.0,6420.0,inj,V,DIPC,TLNBL
CELL.3746,CELL.3746,1,Injury_20DPI_rep1_SS200000147BL_B4,3746,10,1892.0,6629.0,inj,V,WNTRGC,WNTEGC
CELL.3748,CELL.3748,4,Injury_20DPI_rep1_SS200000147BL_B4,3748,6,1891.0,10246.0,uninj,V,OBNBL,OBNBL
CELL.3750,CELL.3750,6,Injury_20DPI_rep1_SS200000147BL_B4,3750,1,1890.0,9325.0,uninj,V,DIPC,TLNBL
CELL.3751,CELL.3751,0,Injury_20DPI_rep1_SS200000147BL_B4,3751,0,1896.0,9903.0,uninj,V,SCGNIN,SCGNIN
CELL.3752,CELL.3752,0,Injury_20DPI_rep1_SS200000147BL_B4,3752,0,1888.0,5995.0,inj,V,MSN,MSN
CELL.3753,CELL.3753,1,Injury_20DPI_rep1_SS200000147BL_B4,3753,1,1891.0,6374.0,inj,V,DIPC,TLNBL
CELL.3754,CELL.3754,0,Injury_20DPI_rep1_SS200000147BL_B4,3754,0,1892.0,9867.0,uninj,V,MSN,MSN
CELL.3756,CELL.3756,5,Injury_20DPI_rep1_SS200000147BL_B4,3756,7,1891.0,11024.0,uninj,V,VLMC,VLMC
CELL.3757,CELL.3757,0,Injury_20DPI_rep1_SS200000147BL_B4,3757,0,1898.0,6210.0,inj,V,MSN,MSN
CELL.3758,CELL.3758,1,Injury_20DPI_rep1_SS200000147BL_B4,3758,1,1891.0,6577.0,inj,V,DIPC,TLNBL
CELL.3759,CELL.3759,5,Injury_20DPI_rep1_SS200000147BL_B4,3759,12,1894.0,7711.0,inj,V,OLIGO,OLIGO
CELL.3760,CELL.3760,0,Injury_20DPI_rep1_SS200000147BL_B4,3760,0,1897.0,10058.0,uninj,V,MSN,MSN
CELL.3761,CELL.3761,1,Injury_20DPI_rep1_SS200000147BL_B4,3761,1,1890.0,9578.0,uninj,V,SFRPRGC,SFRPEGC
CELL.3762,CELL.3762,0,Injury_20DPI_rep1_SS200000147BL_B4,3762,0,1890.0,6158.0,inj,V,MSN,MSN
CELL.3763,CELL.3763,1,Injury_20DPI_rep1_SS200000147BL_B4,3763,1,1895.0,6321.0,inj,V,DIPC,TLNBL
CELL.3764,CELL.3764,1,Injury_20DPI_rep1_SS200000147BL_B4,3764,1,1899.0,6336.0,inj,V,SFRPRGC,SFRPEGC
CELL.3765,CELL.3765,3,Injury_20DPI_rep1_SS200000147BL_B4,3765,2,1899.0,6867.0,inj,V,MPIN,MPIN
CELL.3766,CELL.3766,2,Injury_20DPI_rep1_SS200000147BL_B4,3766,8,1897.0,9074.0,uninj,V,MPEX,MPEX
CELL.3767,CELL.3767,0,Injury_20DPI_rep1_SS200000147BL_B4,3767,13,1901.0,10088.0,uninj,V,SCGNIN,SCGNIN
CELL.3768,CELL.3768,5,Injury_20DPI_rep1_SS200000147BL_B4,3768,7,1901.0,11208.0,uninj,V,VLMC,VLMC
CELL.3769,CELL.3769,4,Injury_20DPI_rep1_SS200000147BL_B4,3769,6,1898.0,5828.0,inj,V,OBNBL,OBNBL
CELL.3770,CELL.3770,0,Injury_20DPI_rep1_SS200000147BL_B4,3770,13,1892.0,5919.0,inj,V,SCGNIN,SCGNIN
CELL.3771,CELL.3771,1,Injury_20DPI_rep1_SS200000147BL_B4,3771,1,1894.0,9647.0,uninj,V,SFRPRGC,SFRPEGC
CELL.3773,CELL.3773,4,Injury_20DPI_rep1_SS200000147BL_B4,3773,12,1892.0,10772.0,uninj,V,OLIGO,OLIGO
CELL.3774,CELL.3774,3,Injury_20DPI_rep1_SS200000147BL_B4,3774,2,1904.0,6838.0,inj,V,MPIN,MPIN
CELL.3775,CELL.3775,2,Injury_20DPI_rep1_SS200000147BL_B4,3775,8,1896.0,8527.0,uninj,V,MPEX,MPEX
CELL.3777,CELL.3777,1,Injury_20DPI_rep1_SS200000147BL_B4,3777,1,1895.0,9527.0,uninj,V,SFRPRGC,SFRPEGC
CELL.3779,CELL.3779,0,Injury_20DPI_rep1_SS200000147BL_B4,3779,1,1894.0,6250.0,inj,V,DIPC,TLNBL
CELL.3780,CELL.3780,0,Injury_20DPI_rep1_SS200000147BL_B4,3780,0,1895.0,9833.0,uninj,V,MSN,MSN
CELL.3781,CELL.3781,0,Injury_20DPI_rep1_SS200000147BL_B4,3781,0,1912.0,6173.0,inj,V,MSN,MSN
CELL.3782,CELL.3782,0,Injury_20DPI_rep1_SS200000147BL_B4,3782,1,1900.0,6298.0,inj,V,DIPC,TLNBL
CELL.3783,CELL.3783,4,Injury_20DPI_rep1_SS200000147BL_B4,3783,9,1899.0,5727.0,inj,V,OBNBL,OBNBL
CELL.3784,CELL.3784,6,Injury_20DPI_rep1_SS200000147BL_B4,3784,12,1905.0,7361.0,inj,V,OLIGO,OLIGO
CELL.3785,CELL.3785,0,Injury_20DPI_rep1_SS200000147BL_B4,3785,0,1901.0,9778.0,uninj,V,MSN,MSN
CELL.3786,CELL.3786,4,Injury_20DPI_rep1_SS200000147BL_B4,3786,9,1900.0,10501.0,uninj,V,OBNBL,OBNBL
CELL.3787,CELL.3787,6,Injury_20DPI_rep1_SS200000147BL_B4,3787,5,1900.0,8313.0,uninj,V,NPTXEX,NPTXEX
CELL.3788,CELL.3788,0,Injury_20DPI_rep1_SS200000147BL_B4,3788,0,1901.0,5963.0,inj,V,MSN,MSN
CELL.3789,CELL.3789,1,Injury_20DPI_rep1_SS200000147BL_B4,3789,10,1905.0,6686.0,inj,V,WNTRGC,WNTEGC
CELL.3790,CELL.3790,6,Injury_20DPI_rep1_SS200000147BL_B4,3790,10,1902.0,9127.0,uninj,V,WNTRGC,WNTEGC
CELL.3791,CELL.3791,4,Injury_20DPI_rep1_SS200000147BL_B4,3791,6,1900.0,10174.0,uninj,V,OBNBL,OBNBL
CELL.3792,CELL.3792,2,Injury_20DPI_rep1_SS200000147BL_B4,3792,8,1902.0,9016.0,uninj,V,MPEX,MPEX
CELL.3793,CELL.3793,0,Injury_20DPI_rep1_SS200000147BL_B4,3793,0,1911.0,9746.0,uninj,V,MSN,MSN
CELL.3794,CELL.3794,0,Injury_20DPI_rep1_SS200000147BL_B4,3794,0,1904.0,9960.0,uninj,V,SCGNIN,SCGNIN
CELL.3795,CELL.3795,4,Injury_20DPI_rep1_SS200000147BL_B4,3795,6,1897.0,5700.0,inj,V,OBNBL,OBNBL
CELL.3796,CELL.3796,0,Injury_20DPI_rep1_SS200000147BL_B4,3796,0,1907.0,6108.0,inj,V,MSN,MSN
CELL.3798,CELL.3798,0,Injury_20DPI_rep1_SS200000147BL_B4,3798,0,1904.0,6136.0,inj,V,MSN,MSN
CELL.3799,CELL.3799,4,Injury_20DPI_rep1_SS200000147BL_B4,3799,6,1904.0,10341.0,uninj,V,OBNBL,OBNBL
CELL.3801,CELL.3801,5,Injury_20DPI_rep1_SS200000147BL_B4,3801,7,1904.0,11051.0,uninj,V,VLMC,VLMC
CELL.3802,CELL.3802,4,Injury_20DPI_rep1_SS200000147BL_B4,3802,6,1902.0,5620.0,inj,V,OBNBL,OBNBL
CELL.3804,CELL.3804,1,Injury_20DPI_rep1_SS200000147BL_B4,3804,1,1906.0,9690.0,uninj,V,SFRPRGC,SFRPEGC
CELL.3805,CELL.3805,2,Injury_20DPI_rep1_SS200000147BL_B4,3805,8,1906.0,9047.0,uninj,V,MPEX,MPEX
CELL.3806,CELL.3806,1,Injury_20DPI_rep1_SS200000147BL_B4,3806,1,1897.0,9614.0,uninj,V,SFRPRGC,SFRPEGC
CELL.3807,CELL.3807,6,Injury_20DPI_rep1_SS200000147BL_B4,3807,11,1908.0,7529.0,inj,V,VLMC,VLMC
CELL.3808,CELL.3808,4,Injury_20DPI_rep1_SS200000147BL_B4,3808,6,1909.0,10215.0,uninj,V,OBNBL,OBNBL
CELL.3809,CELL.3809,5,Injury_20DPI_rep1_SS200000147BL_B4,3809,12,1905.0,4790.0,inj,V,VLMC,VLMC
CELL.3810,CELL.3810,0,Injury_20DPI_rep1_SS200000147BL_B4,3810,0,1908.0,6015.0,inj,V,MSN,MSN
CELL.3812,CELL.3812,5,Injury_20DPI_rep1_SS200000147BL_B4,3812,7,1909.0,6764.0,inj,V,VLMC,VLMC
CELL.3813,CELL.3813,6,Injury_20DPI_rep1_SS200000147BL_B4,3813,5,1909.0,7225.0,inj,V,NPTXEX,NPTXEX
CELL.3816,CELL.3816,2,Injury_20DPI_rep1_SS200000147BL_B4,3816,8,1909.0,8868.0,uninj,V,MPEX,MPEX
CELL.3817,CELL.3817,2,Injury_20DPI_rep1_SS200000147BL_B4,3817,7,1909.0,8395.0,uninj,V,VLMC,VLMC
CELL.3818,CELL.3818,0,Injury_20DPI_rep1_SS200000147BL_B4,3818,0,1911.0,9808.0,uninj,V,MSN,MSN
CELL.3819,CELL.3819,0,Injury_20DPI_rep1_SS200000147BL_B4,3819,0,1902.0,6049.0,inj,V,MSN,MSN
CELL.3820,CELL.3820,0,Injury_20DPI_rep1_SS200000147BL_B4,3820,0,1907.0,6071.0,inj,V,MSN,MSN
CELL.3822,CELL.3822,6,Injury_20DPI_rep1_SS200000147BL_B4,3822,11,1914.0,4934.0,inj,V,VLMC,VLMC
CELL.3823,CELL.3823,4,Injury_20DPI_rep1_SS200000147BL_B4,3823,6,1912.0,5678.0,inj,V,OBNBL,OBNBL
CELL.3825,CELL.3825,4,Injury_20DPI_rep1_SS200000147BL_B4,3825,6,1918.0,5586.0,inj,V,OBNBL,OBNBL
CELL.3826,CELL.3826,4,Injury_20DPI_rep1_SS200000147BL_B4,3826,6,1916.0,5648.0,inj,V,OBNBL,OBNBL
CELL.3827,CELL.3827,2,Injury_20DPI_rep1_SS200000147BL_B4,3827,2,1914.0,9099.0,uninj,V,Immature EX,TLNBL
CELL.3828,CELL.3828,0,Injury_20DPI_rep1_SS200000147BL_B4,3828,0,1929.0,9999.0,uninj,V,SCGNIN,SCGNIN
CELL.3829,CELL.3829,4,Injury_20DPI_rep1_SS200000147BL_B4,3829,6,1916.0,5531.0,inj,V,OBNBL,OBNBL
CELL.3831,CELL.3831,1,Injury_20DPI_rep1_SS200000147BL_B4,3831,1,1914.0,6271.0,inj,V,DIPC,TLNBL
CELL.3832,CELL.3832,1,Injury_20DPI_rep1_SS200000147BL_B4,3832,1,1912.0,9597.0,uninj,V,SFRPRGC,SFRPEGC
CELL.3833,CELL.3833,1,Injury_20DPI_rep1_SS200000147BL_B4,3833,1,1920.0,9667.0,uninj,V,SFRPRGC,SFRPEGC
CELL.3834,CELL.3834,0,Injury_20DPI_rep1_SS200000147BL_B4,3834,1,1921.0,9721.0,uninj,V,DIPC,TLNBL
CELL.3835,CELL.3835,0,Injury_20DPI_rep1_SS200000147BL_B4,3835,0,1923.0,9832.0,uninj,V,MSN,MSN
CELL.3836,CELL.3836,4,Injury_20DPI_rep1_SS200000147BL_B4,3836,6,1916.0,10408.0,uninj,V,OBNBL,OBNBL
CELL.3838,CELL.3838,0,Injury_20DPI_rep1_SS200000147BL_B4,3838,0,1918.0,5938.0,inj,V,MSN,MSN
CELL.3839,CELL.3839,1,Injury_20DPI_rep1_SS200000147BL_B4,3839,1,1924.0,6344.0,inj,V,SFRPRGC,SFRPEGC
CELL.3840,CELL.3840,5,Injury_20DPI_rep1_SS200000147BL_B4,3840,7,1927.0,5153.0,inj,V,VLMC,VLMC
CELL.3841,CELL.3841,1,Injury_20DPI_rep1_SS200000147BL_B4,3841,1,1921.0,6652.0,inj,V,DIPC,TLNBL
CELL.3843,CELL.3843,4,Injury_20DPI_rep1_SS200000147BL_B4,3843,6,1923.0,10269.0,uninj,V,OBNBL,OBNBL
CELL.3844,CELL.3844,2,Injury_20DPI_rep1_SS200000147BL_B4,3844,8,1927.0,6931.0,inj,V,MPEX,MPEX
CELL.3845,CELL.3845,2,Injury_20DPI_rep1_SS200000147BL_B4,3845,8,1926.0,8740.0,uninj,V,MPEX,MPEX
CELL.3846,CELL.3846,4,Injury_20DPI_rep1_SS200000147BL_B4,3846,6,1921.0,10553.0,uninj,V,OBNBL,OBNBL
CELL.3847,CELL.3847,4,Injury_20DPI_rep1_SS200000147BL_B4,3847,6,1922.0,5891.0,inj,V,OBNBL,OBNBL
CELL.3848,CELL.3848,1,Injury_20DPI_rep1_SS200000147BL_B4,3848,7,1926.0,6728.0,inj,V,VLMC,VLMC
CELL.3849,CELL.3849,0,Injury_20DPI_rep1_SS200000147BL_B4,3849,13,1923.0,10117.0,uninj,V,SCGNIN,SCGNIN
CELL.3850,CELL.3850,4,Injury_20DPI_rep1_SS200000147BL_B4,3850,6,1927.0,10180.0,uninj,V,OBNBL,OBNBL
CELL.3851,CELL.3851,2,Injury_20DPI_rep1_SS200000147BL_B4,3851,2,1924.0,9025.0,uninj,V,DPEX,DPEX
CELL.3852,CELL.3852,0,Injury_20DPI_rep1_SS200000147BL_B4,3852,0,1923.0,6223.0,inj,V,MSN,MSN
CELL.3853,CELL.3853,4,Injury_20DPI_rep1_SS200000147BL_B4,3853,9,1923.0,10500.0,uninj,V,OBNBL,OBNBL
CELL.3854,CELL.3854,5,Injury_20DPI_rep1_SS200000147BL_B4,3854,7,1927.0,11232.0,uninj,V,VLMC,VLMC
CELL.3855,CELL.3855,0,Injury_20DPI_rep1_SS200000147BL_B4,3855,0,1928.0,9927.0,uninj,V,MSN,MSN
CELL.3856,CELL.3856,4,Injury_20DPI_rep1_SS200000147BL_B4,3856,6,1929.0,5805.0,inj,V,OBNBL,OBNBL
CELL.3857,CELL.3857,1,Injury_20DPI_rep1_SS200000147BL_B4,3857,1,1931.0,9696.0,uninj,V,SFRPRGC,SFRPEGC
CELL.3858,CELL.3858,0,Injury_20DPI_rep1_SS200000147BL_B4,3858,0,1929.0,5974.0,inj,V,MSN,MSN
CELL.3859,CELL.3859,1,Injury_20DPI_rep1_SS200000147BL_B4,3859,1,1935.0,6373.0,inj,V,DIPC,TLNBL
CELL.3860,CELL.3860,1,Injury_20DPI_rep1_SS200000147BL_B4,3860,1,1930.0,6622.0,inj,V,DIPC,TLNBL
CELL.3861,CELL.3861,0,Injury_20DPI_rep1_SS200000147BL_B4,3861,0,1928.0,6082.0,inj,V,MSN,MSN
CELL.3862,CELL.3862,0,Injury_20DPI_rep1_SS200000147BL_B4,3862,0,1939.0,6108.0,inj,V,MSN,MSN
CELL.3863,CELL.3863,0,Injury_20DPI_rep1_SS200000147BL_B4,3863,0,1932.0,6196.0,inj,V,MSN,MSN
CELL.3864,CELL.3864,2,Injury_20DPI_rep1_SS200000147BL_B4,3864,5,1928.0,8914.0,uninj,V,NPTXEX,NPTXEX
CELL.3866,CELL.3866,0,Injury_20DPI_rep1_SS200000147BL_B4,3866,6,1927.0,5836.0,inj,V,OBNBL,OBNBL
CELL.3867,CELL.3867,0,Injury_20DPI_rep1_SS200000147BL_B4,3867,0,1933.0,6006.0,inj,V,MSN,MSN
CELL.3868,CELL.3868,0,Injury_20DPI_rep1_SS200000147BL_B4,3868,0,1931.0,6127.0,inj,V,MSN,MSN
CELL.3869,CELL.3869,0,Injury_20DPI_rep1_SS200000147BL_B4,3869,6,1928.0,10070.0,uninj,V,OBNBL,OBNBL
CELL.3870,CELL.3870,1,Injury_20DPI_rep1_SS200000147BL_B4,3870,10,1935.0,9158.0,uninj,V,WNTRGC,WNTEGC
CELL.3871,CELL.3871,2,Injury_20DPI_rep1_SS200000147BL_B4,3871,2,1931.0,6856.0,inj,V,MPIN,MPIN
CELL.3872,CELL.3872,2,Injury_20DPI_rep1_SS200000147BL_B4,3872,5,1932.0,6915.0,inj,V,NPTXEX,NPTXEX
CELL.3874,CELL.3874,0,Injury_20DPI_rep1_SS200000147BL_B4,3874,0,1937.0,9972.0,uninj,V,SCGNIN,SCGNIN
CELL.3875,CELL.3875,0,Injury_20DPI_rep1_SS200000147BL_B4,3875,0,1933.0,9899.0,uninj,V,MSN,MSN
CELL.3876,CELL.3876,6,Injury_20DPI_rep1_SS200000147BL_B4,3876,1,1937.0,9643.0,uninj,V,SFRPRGC,SFRPEGC
CELL.3877,CELL.3877,0,Injury_20DPI_rep1_SS200000147BL_B4,3877,0,1933.0,9788.0,uninj,V,MSN,MSN
CELL.3878,CELL.3878,1,Injury_20DPI_rep1_SS200000147BL_B4,3878,1,1939.0,6306.0,inj,V,DIPC,TLNBL
CELL.3880,CELL.3880,2,Injury_20DPI_rep1_SS200000147BL_B4,3880,5,1937.0,7006.0,inj,V,NPTXEX,NPTXEX
CELL.3882,CELL.3882,2,Injury_20DPI_rep1_SS200000147BL_B4,3882,8,1937.0,8990.0,uninj,V,MPEX,MPEX
CELL.3884,CELL.3884,0,Injury_20DPI_rep1_SS200000147BL_B4,3884,0,1930.0,9863.0,uninj,V,MSN,MSN
CELL.3885,CELL.3885,5,Injury_20DPI_rep1_SS200000147BL_B4,3885,7,1938.0,11206.0,uninj,V,VLMC,VLMC
CELL.3886,CELL.3886,4,Injury_20DPI_rep1_SS200000147BL_B4,3886,0,1939.0,5660.0,inj,V,MSN,MSN
CELL.3887,CELL.3887,1,Injury_20DPI_rep1_SS200000147BL_B4,3887,10,1945.0,9099.0,uninj,V,WNTRGC,WNTEGC
CELL.3888,CELL.3888,6,Injury_20DPI_rep1_SS200000147BL_B4,3888,0,1937.0,9353.0,uninj,V,DIPC,TLNBL
CELL.3889,CELL.3889,0,Injury_20DPI_rep1_SS200000147BL_B4,3889,0,1938.0,6062.0,inj,V,MSN,MSN
CELL.3890,CELL.3890,1,Injury_20DPI_rep1_SS200000147BL_B4,3890,10,1949.0,6645.0,inj,V,WNTRGC,WNTEGC
CELL.3891,CELL.3891,4,Injury_20DPI_rep1_SS200000147BL_B4,3891,6,1941.0,5691.0,inj,V,OBNBL,OBNBL
CELL.3892,CELL.3892,1,Injury_20DPI_rep1_SS200000147BL_B4,3892,0,1944.0,6260.0,inj,V,MSN,MSN
CELL.3893,CELL.3893,1,Injury_20DPI_rep1_SS200000147BL_B4,3893,10,1946.0,6695.0,inj,V,WNTRGC,WNTEGC
CELL.3894,CELL.3894,5,Injury_20DPI_rep1_SS200000147BL_B4,3894,7,1943.0,8432.0,uninj,V,VLMC,VLMC
CELL.3895,CELL.3895,4,Injury_20DPI_rep1_SS200000147BL_B4,3895,6,1945.0,5745.0,inj,V,OBNBL,OBNBL
CELL.3896,CELL.3896,0,Injury_20DPI_rep1_SS200000147BL_B4,3896,0,1953.0,9762.0,uninj,V,MSN,MSN
CELL.3897,CELL.3897,4,Injury_20DPI_rep1_SS200000147BL_B4,3897,6,1939.0,10238.0,uninj,V,OBNBL,OBNBL
CELL.3899,CELL.3899,4,Injury_20DPI_rep1_SS200000147BL_B4,3899,6,1944.0,5570.0,inj,V,OBNBL,OBNBL
CELL.3901,CELL.3901,0,Injury_20DPI_rep1_SS200000147BL_B4,3901,0,1942.0,6158.0,inj,V,MSN,MSN
CELL.3903,CELL.3903,4,Injury_20DPI_rep1_SS200000147BL_B4,3903,6,1946.0,10342.0,uninj,V,OBNBL,OBNBL
CELL.3905,CELL.3905,2,Injury_20DPI_rep1_SS200000147BL_B4,3905,5,1953.0,8569.0,uninj,V,NPTXEX,NPTXEX
CELL.3907,CELL.3907,2,Injury_20DPI_rep1_SS200000147BL_B4,3907,8,1946.0,8925.0,uninj,V,MPEX,MPEX
CELL.3908,CELL.3908,2,Injury_20DPI_rep1_SS200000147BL_B4,3908,8,1935.0,9066.0,uninj,V,MPEX,MPEX
CELL.3909,CELL.3909,0,Injury_20DPI_rep1_SS200000147BL_B4,3909,0,1947.0,9732.0,uninj,V,MSN,MSN
CELL.3910,CELL.3910,0,Injury_20DPI_rep1_SS200000147BL_B4,3910,0,1951.0,6024.0,inj,V,MSN,MSN
CELL.3911,CELL.3911,4,Injury_20DPI_rep1_SS200000147BL_B4,3911,6,1951.0,10195.0,uninj,V,OBNBL,OBNBL
CELL.3913,CELL.3913,1,Injury_20DPI_rep1_SS200000147BL_B4,3913,1,1948.0,6345.0,inj,V,RIPC2,RIPC3
CELL.3914,CELL.3914,6,Injury_20DPI_rep1_SS200000147BL_B4,3914,12,1950.0,8628.0,uninj,V,OLIGO,OLIGO
CELL.3915,CELL.3915,2,Injury_20DPI_rep1_SS200000147BL_B4,3915,2,1946.0,9028.0,uninj,V,Immature EX,TLNBL
CELL.3916,CELL.3916,4,Injury_20DPI_rep1_SS200000147BL_B4,3916,6,1944.0,10367.0,uninj,V,OBNBL,OBNBL
CELL.3918,CELL.3918,0,Injury_20DPI_rep1_SS200000147BL_B4,3918,0,1950.0,5977.0,inj,V,MSN,MSN
CELL.3919,CELL.3919,2,Injury_20DPI_rep1_SS200000147BL_B4,3919,2,1953.0,8775.0,uninj,V,DPEX,DPEX
CELL.3920,CELL.3920,6,Injury_20DPI_rep1_SS200000147BL_B4,3920,1,1951.0,8865.0,uninj,V,DIPC,TLNBL
CELL.3921,CELL.3921,0,Injury_20DPI_rep1_SS200000147BL_B4,3921,0,1958.0,6046.0,inj,V,MSN,MSN
CELL.3922,CELL.3922,3,Injury_20DPI_rep1_SS200000147BL_B4,3922,7,1952.0,6776.0,inj,V,VLMC,VLMC
CELL.3923,CELL.3923,6,Injury_20DPI_rep1_SS200000147BL_B4,3923,11,1961.0,11061.0,uninj,V,VLMC,VLMC
CELL.3924,CELL.3924,1,Injury_20DPI_rep1_SS200000147BL_B4,3924,10,1957.0,6613.0,inj,V,WNTRGC,WNTEGC
CELL.3926,CELL.3926,4,Injury_20DPI_rep1_SS200000147BL_B4,3926,6,1959.0,10657.0,uninj,V,OBNBL,OBNBL
CELL.3927,CELL.3927,0,Injury_20DPI_rep1_SS200000147BL_B4,3927,0,1960.0,6102.0,inj,V,MSN,MSN
CELL.3928,CELL.3928,5,Injury_20DPI_rep1_SS200000147BL_B4,3928,12,1958.0,7721.0,inj,V,VLMC,VLMC
CELL.3929,CELL.3929,2,Injury_20DPI_rep1_SS200000147BL_B4,3929,2,1961.0,8957.0,uninj,V,MPIN,MPIN
CELL.3930,CELL.3930,0,Injury_20DPI_rep1_SS200000147BL_B4,3930,0,1964.0,9824.0,uninj,V,MSN,MSN
CELL.3932,CELL.3932,6,Injury_20DPI_rep1_SS200000147BL_B4,3932,0,1960.0,5358.0,inj,V,MSN,MSN
CELL.3933,CELL.3933,1,Injury_20DPI_rep1_SS200000147BL_B4,3933,1,1967.0,6368.0,inj,V,DIPC,TLNBL
CELL.3935,CELL.3935,0,Injury_20DPI_rep1_SS200000147BL_B4,3935,1,1959.0,9713.0,uninj,V,DIPC,TLNBL
CELL.3937,CELL.3937,1,Injury_20DPI_rep1_SS200000147BL_B4,3937,1,1947.0,6486.0,inj,V,DIPC,TLNBL
CELL.3938,CELL.3938,6,Injury_20DPI_rep1_SS200000147BL_B4,3938,5,1963.0,8170.0,uninj,V,NPTXEX,NPTXEX
CELL.3939,CELL.3939,0,Injury_20DPI_rep1_SS200000147BL_B4,3939,0,1962.0,9939.0,uninj,V,MSN,MSN
CELL.3940,CELL.3940,0,Injury_20DPI_rep1_SS200000147BL_B4,3940,6,1966.0,10110.0,uninj,V,OBNBL,OBNBL
CELL.3941,CELL.3941,6,Injury_20DPI_rep1_SS200000147BL_B4,3941,11,1961.0,10890.0,uninj,V,VLMC,VLMC
CELL.3942,CELL.3942,4,Injury_20DPI_rep1_SS200000147BL_B4,3942,11,1957.0,5450.0,inj,V,VLMC,VLMC
CELL.3943,CELL.3943,0,Injury_20DPI_rep1_SS200000147BL_B4,3943,1,1965.0,6237.0,inj,V,DIPC,TLNBL
CELL.3944,CELL.3944,0,Injury_20DPI_rep1_SS200000147BL_B4,3944,0,1971.0,9796.0,uninj,V,MSN,MSN
CELL.3945,CELL.3945,5,Injury_20DPI_rep1_SS200000147BL_B4,3945,7,1965.0,8480.0,uninj,V,VLMC,VLMC
