,CellID,spatial_leiden_e30_s8,Batch,cell_id,seurat_clusters,Celltype,inj_uninj,D_V,inj_M_L,x_center,y_center,Annotation_Final,Annotation_0306
CELL.2334,CELL.2334,3,Injury_15DPI_rep2_FP200000266TR_E2,2334,3,DMIN,uninj,V,NO,1183.0,5326.0,MSN,MSN
CELL.2335,CELL.2335,1,Injury_15DPI_rep2_FP200000266TR_E2,2335,15,NBL,uninj,V,NO,1187.0,2948.0,NTNG1EX,NTNG1EX
CELL.2336,CELL.2336,1,Injury_15DPI_rep2_FP200000266TR_E2,2336,2,CMPN,uninj,V,NO,1184.0,4877.0,CMPN,CMPN
CELL.2337,CELL.2337,5,Injury_15DPI_rep2_FP200000266TR_E2,2337,5,StriatumIN,inj,V,NO,1185.0,841.0,CMPN,CMPN
CELL.2338,CELL.2338,2,Injury_15DPI_rep2_FP200000266TR_E2,2338,4,SFRP1RGC,inj,V,NO,1192.0,1158.0,SFRPRGC,SFRPEGC
CELL.2339,CELL.2339,2,Injury_15DPI_rep2_FP200000266TR_E2,2339,4,SFRP1RGC,uninj,V,NO,1179.0,4366.0,SFRPRGC,SFRPEGC
CELL.2340,CELL.2340,2,Injury_15DPI_rep2_FP200000266TR_E2,2340,4,SFRP1RGC,uninj,V,NO,1183.0,4418.0,SFRPRGC,SFRPEGC
CELL.2341,CELL.2341,3,Injury_15DPI_rep2_FP200000266TR_E2,2341,2,CMPN,uninj,V,NO,1181.0,5028.0,CMPN,CMPN
CELL.2342,CELL.2342,1,Injury_15DPI_rep2_FP200000266TR_E2,2342,14,SCGNIN,inj,V,NO,1176.0,2049.0,SCGNIN,SCGNIN
CELL.2343,CELL.2343,1,Injury_15DPI_rep2_FP200000266TR_E2,2343,2,CMPN,uninj,V,NO,1187.0,3577.0,CMPN,CMPN
CELL.2344,CELL.2344,2,Injury_15DPI_rep2_FP200000266TR_E2,2344,4,SFRP1RGC,uninj,V,NO,1187.0,4337.0,SFRPRGC,SFRPEGC
CELL.2345,CELL.2345,5,Injury_15DPI_rep2_FP200000266TR_E2,2345,5,StriatumIN,uninj,V,NO,1186.0,4743.0,CMPN,CMPN
CELL.2346,CELL.2346,3,Injury_15DPI_rep2_FP200000266TR_E2,2346,3,DMIN,uninj,V,NO,1191.0,4928.0,MSN,MSN
CELL.2347,CELL.2347,5,Injury_15DPI_rep2_FP200000266TR_E2,2347,5,MSN,inj,V,NO,1187.0,668.0,CMPN,CMPN
CELL.2348,CELL.2348,2,Injury_15DPI_rep2_FP200000266TR_E2,2348,4,SFRP1RGC,inj,V,NO,1190.0,1288.0,SFRPRGC,SFRPEGC
CELL.2349,CELL.2349,1,Injury_15DPI_rep2_FP200000266TR_E2,2349,12,NPYIN,inj,V,NO,1187.0,2268.0,NPYIN,NPYIN
CELL.2350,CELL.2350,0,Injury_15DPI_rep2_FP200000266TR_E2,2350,1,VLMC,inj,V,NO,1185.0,2672.0,VLMC,VLMC
CELL.2352,CELL.2352,11,Injury_15DPI_rep2_FP200000266TR_E2,2352,1,VLMC,inj,V,NO,1187.0,307.0,VLMC,VLMC
CELL.2353,CELL.2353,5,Injury_15DPI_rep2_FP200000266TR_E2,2353,5,StriatumIN,inj,V,NO,1191.0,555.0,CMPN,CMPN
CELL.2354,CELL.2354,7,Injury_15DPI_rep2_FP200000266TR_E2,2354,2,CMPN,inj,V,NO,1187.0,1690.0,CMPN,CMPN
CELL.2357,CELL.2357,1,Injury_15DPI_rep2_FP200000266TR_E2,2357,2,CMPN,uninj,V,NO,1189.0,3615.0,CMPN,CMPN
CELL.2358,CELL.2358,2,Injury_15DPI_rep2_FP200000266TR_E2,2358,4,SFRP1RGC,uninj,V,NO,1178.0,4594.0,SFRPRGC,SFRPEGC
CELL.2359,CELL.2359,1,Injury_15DPI_rep2_FP200000266TR_E2,2359,2,CMPN,inj,V,NO,1192.0,1762.0,CMPN,CMPN
CELL.2360,CELL.2360,2,Injury_15DPI_rep2_FP200000266TR_E2,2360,4,SFRP1RGC,uninj,V,NO,1182.0,4290.0,SFRPRGC,SFRPEGC
CELL.2361,CELL.2361,2,Injury_15DPI_rep2_FP200000266TR_E2,2361,4,SFRP1RGC,uninj,V,NO,1191.0,4471.0,SFRPRGC,SFRPEGC
CELL.2362,CELL.2362,7,Injury_15DPI_rep2_FP200000266TR_E2,2362,12,NPYIN,inj,V,NO,1196.0,1891.0,NPYIN,NPYIN
CELL.2363,CELL.2363,2,Injury_15DPI_rep2_FP200000266TR_E2,2363,4,SFRP1RGC,uninj,V,NO,1197.0,3970.0,SFRPRGC,SFRPEGC
CELL.2364,CELL.2364,5,Injury_15DPI_rep2_FP200000266TR_E2,2364,5,StriatumIN,inj,V,NO,1189.0,921.0,CMPN,CMPN
CELL.2365,CELL.2365,2,Injury_15DPI_rep2_FP200000266TR_E2,2365,6,WNTRGC,inj,V,NO,1188.0,1221.0,WNTRGC,WNTEGC
CELL.2366,CELL.2366,7,Injury_15DPI_rep2_FP200000266TR_E2,2366,2,CMPN,inj,V,NO,1193.0,1655.0,CMPN,CMPN
CELL.2367,CELL.2367,1,Injury_15DPI_rep2_FP200000266TR_E2,2367,12,NPYIN,uninj,V,NO,1192.0,3689.0,NPYIN,NPYIN
CELL.2368,CELL.2368,2,Injury_15DPI_rep2_FP200000266TR_E2,2368,4,SFRP1RGC,uninj,V,NO,1191.0,4501.0,SFRPRGC,SFRPEGC
CELL.2369,CELL.2369,2,Injury_15DPI_rep2_FP200000266TR_E2,2369,4,SFRP1RGC,inj,V,NO,1192.0,1105.0,SFRPRGC,SFRPEGC
CELL.2370,CELL.2370,2,Injury_15DPI_rep2_FP200000266TR_E2,2370,6,WNTRGC,uninj,V,NO,1195.0,4001.0,WNTRGC,WNTEGC
CELL.2371,CELL.2371,2,Injury_15DPI_rep2_FP200000266TR_E2,2371,4,SFRP1RGC,uninj,V,NO,1193.0,4570.0,SFRPRGC,SFRPEGC
CELL.2374,CELL.2374,7,Injury_15DPI_rep2_FP200000266TR_E2,2374,2,CMPN,inj,V,NO,1190.0,1834.0,CMPN,CMPN
CELL.2375,CELL.2375,5,Injury_15DPI_rep2_FP200000266TR_E2,2375,8,SSTIN,uninj,V,NO,1191.0,4768.0,SSTIN,SSTIN
CELL.2376,CELL.2376,0,Injury_15DPI_rep2_FP200000266TR_E2,2376,1,VLMC,uninj,V,NO,1196.0,5435.0,VLMC,VLMC
CELL.2377,CELL.2377,5,Injury_15DPI_rep2_FP200000266TR_E2,2377,5,MSN,inj,V,NO,1190.0,732.0,CMPN,CMPN
CELL.2378,CELL.2378,5,Injury_15DPI_rep2_FP200000266TR_E2,2378,5,StriatumIN,inj,V,NO,1191.0,1014.0,CMPN,CMPN
CELL.2379,CELL.2379,2,Injury_15DPI_rep2_FP200000266TR_E2,2379,4,SFRP1RGC,inj,V,NO,1196.0,1041.0,SFRPRGC,SFRPEGC
CELL.2380,CELL.2380,1,Injury_15DPI_rep2_FP200000266TR_E2,2380,15,NBL,uninj,V,NO,1197.0,3004.0,NTNG1EX,NTNG1EX
CELL.2381,CELL.2381,2,Injury_15DPI_rep2_FP200000266TR_E2,2381,6,WNTRGC,uninj,V,NO,1195.0,4159.0,WNTRGC,WNTEGC
CELL.2382,CELL.2382,2,Injury_15DPI_rep2_FP200000266TR_E2,2382,4,SFRP1RGC,uninj,V,NO,1195.0,4542.0,SFRPRGC,SFRPEGC
CELL.2385,CELL.2385,2,Injury_15DPI_rep2_FP200000266TR_E2,2385,4,SFRP1RGC,inj,V,NO,1202.0,1081.0,SFRPRGC,SFRPEGC
CELL.2386,CELL.2386,2,Injury_15DPI_rep2_FP200000266TR_E2,2386,4,SFRP1RGC,inj,V,NO,1196.0,1246.0,SFRPRGC,SFRPEGC
CELL.2387,CELL.2387,2,Injury_15DPI_rep2_FP200000266TR_E2,2387,4,SFRP1RGC,inj,V,NO,1192.0,1488.0,SFRPRGC,SFRPEGC
CELL.2388,CELL.2388,1,Injury_15DPI_rep2_FP200000266TR_E2,2388,2,CMPN,inj,V,NO,1199.0,2101.0,CMPN,CMPN
CELL.2389,CELL.2389,0,Injury_15DPI_rep2_FP200000266TR_E2,2389,1,VLMC,inj,V,NO,1205.0,272.0,VLMC,VLMC
CELL.2391,CELL.2391,1,Injury_15DPI_rep2_FP200000266TR_E2,2391,2,CMPN,uninj,V,NO,1198.0,3184.0,CMPN,CMPN
CELL.2392,CELL.2392,7,Injury_15DPI_rep2_FP200000266TR_E2,2392,12,NPYIN,uninj,V,NO,1201.0,3778.0,NPYIN,NPYIN
CELL.2393,CELL.2393,2,Injury_15DPI_rep2_FP200000266TR_E2,2393,6,WNTRGC,uninj,V,NO,1199.0,4186.0,WNTRGC,WNTEGC
CELL.2394,CELL.2394,5,Injury_15DPI_rep2_FP200000266TR_E2,2394,5,StriatumIN,inj,V,NO,1198.0,872.0,CMPN,CMPN
CELL.2395,CELL.2395,0,Injury_15DPI_rep2_FP200000266TR_E2,2395,9,VLMC,uninj,V,NO,1204.0,5495.0,VLMC,VLMC
CELL.2396,CELL.2396,2,Injury_15DPI_rep2_FP200000266TR_E2,2396,6,WNTRGC,inj,V,NO,1201.0,1606.0,WNTRGC,WNTEGC
CELL.2397,CELL.2397,2,Injury_15DPI_rep2_FP200000266TR_E2,2397,6,WNTRGC,inj,V,NO,1202.0,1632.0,WNTRGC,WNTEGC
CELL.2398,CELL.2398,2,Injury_15DPI_rep2_FP200000266TR_E2,2398,4,SFRP1RGC,uninj,V,NO,1197.0,4627.0,SFRPRGC,SFRPEGC
CELL.2399,CELL.2399,3,Injury_15DPI_rep2_FP200000266TR_E2,2399,7,OBNBL,uninj,V,NO,1199.0,5184.0,OBNBL,OBNBL
CELL.2400,CELL.2400,5,Injury_15DPI_rep2_FP200000266TR_E2,2400,5,StriatumIN,inj,V,NO,1202.0,810.0,CMPN,CMPN
CELL.2401,CELL.2401,5,Injury_15DPI_rep2_FP200000266TR_E2,2401,5,StriatumIN,inj,V,NO,1201.0,948.0,CMPN,CMPN
CELL.2402,CELL.2402,11,Injury_15DPI_rep2_FP200000266TR_E2,2402,1,VLMC,inj,V,NO,1204.0,2741.0,VLMC,VLMC
CELL.2403,CELL.2403,11,Injury_15DPI_rep2_FP200000266TR_E2,2403,12,NPYIN,uninj,V,NO,1200.0,3434.0,NPYIN,NPYIN
CELL.2404,CELL.2404,8,Injury_15DPI_rep2_FP200000266TR_E2,2404,2,CMPN,uninj,V,NO,1203.0,4980.0,CMPN,CMPN
CELL.2405,CELL.2405,5,Injury_15DPI_rep2_FP200000266TR_E2,2405,5,StriatumIN,inj,V,NO,1202.0,791.0,CMPN,CMPN
CELL.2406,CELL.2406,0,Injury_15DPI_rep2_FP200000266TR_E2,2406,1,CP,inj,V,NO,1203.0,1461.0,VLMC,VLMC
CELL.2407,CELL.2407,0,Injury_15DPI_rep2_FP200000266TR_E2,2407,1,VLMC,inj,V,NO,1206.0,2709.0,VLMC,VLMC
CELL.2408,CELL.2408,1,Injury_15DPI_rep2_FP200000266TR_E2,2408,12,NPYIN,uninj,V,NO,1200.0,3829.0,NPYIN,NPYIN
CELL.2409,CELL.2409,2,Injury_15DPI_rep2_FP200000266TR_E2,2409,6,WNTRGC,inj,V,NO,1202.0,1565.0,WNTRGC,WNTEGC
CELL.2410,CELL.2410,5,Injury_15DPI_rep2_FP200000266TR_E2,2410,2,CMPN,uninj,V,NO,1208.0,4714.0,CMPN,CMPN
CELL.2412,CELL.2412,5,Injury_15DPI_rep2_FP200000266TR_E2,2412,4,SFRP1RGC,uninj,V,NO,1199.0,4673.0,SFRPRGC,SFRPEGC
CELL.2413,CELL.2413,5,Injury_15DPI_rep2_FP200000266TR_E2,2413,8,SSTIN,uninj,V,NO,1199.0,4801.0,CCKIN,CCKIN
CELL.2414,CELL.2414,0,Injury_15DPI_rep2_FP200000266TR_E2,2414,1,VLMC,inj,V,NO,1208.0,2776.0,VLMC,VLMC
CELL.2416,CELL.2416,0,Injury_15DPI_rep2_FP200000266TR_E2,2416,9,VLMC,uninj,V,NO,1222.0,5530.0,VLMC,VLMC
CELL.2417,CELL.2417,2,Injury_15DPI_rep2_FP200000266TR_E2,2417,4,SFRP1RGC,inj,V,NO,1205.0,1187.0,SFRPRGC,SFRPEGC
CELL.2418,CELL.2418,5,Injury_15DPI_rep2_FP200000266TR_E2,2418,5,MSN,inj,V,NO,1202.0,585.0,CMPN,CMPN
CELL.2419,CELL.2419,5,Injury_15DPI_rep2_FP200000266TR_E2,2419,5,StriatumIN,inj,V,NO,1209.0,604.0,CMPN,CMPN
CELL.2420,CELL.2420,5,Injury_15DPI_rep2_FP200000266TR_E2,2420,5,StriatumIN,inj,V,NO,1208.0,831.0,CMPN,CMPN
CELL.2421,CELL.2421,2,Injury_15DPI_rep2_FP200000266TR_E2,2421,4,SFRP1RGC,inj,V,NO,1205.0,1126.0,SFRPRGC,SFRPEGC
CELL.2423,CELL.2423,1,Injury_15DPI_rep2_FP200000266TR_E2,2423,2,CMPN,uninj,V,NO,1205.0,3898.0,CMPN,CMPN
CELL.2424,CELL.2424,1,Injury_15DPI_rep2_FP200000266TR_E2,2424,2,CMPN,uninj,V,NO,1208.0,3941.0,CMPN,CMPN
CELL.2425,CELL.2425,2,Injury_15DPI_rep2_FP200000266TR_E2,2425,6,WNTRGC,uninj,V,NO,1212.0,4075.0,WNTRGC,WNTEGC
CELL.2426,CELL.2426,5,Injury_15DPI_rep2_FP200000266TR_E2,2426,15,NBL,uninj,V,NO,1212.0,4741.0,NTNG1EX,NTNG1EX
CELL.2428,CELL.2428,0,Injury_15DPI_rep2_FP200000266TR_E2,2428,9,VLMC,uninj,V,NO,1206.0,5465.0,VLMC,VLMC
CELL.2429,CELL.2429,7,Injury_15DPI_rep2_FP200000266TR_E2,2429,2,CMPN,inj,V,NO,1208.0,1736.0,CMPN,CMPN
CELL.2431,CELL.2431,1,Injury_15DPI_rep2_FP200000266TR_E2,2431,12,NPYIN,uninj,V,NO,1206.0,3919.0,NPYIN,NPYIN
CELL.2432,CELL.2432,5,Injury_15DPI_rep2_FP200000266TR_E2,2432,5,MSN,inj,V,NO,1215.0,538.0,CMPN,CMPN
CELL.2433,CELL.2433,5,Injury_15DPI_rep2_FP200000266TR_E2,2433,5,StriatumIN,inj,V,NO,1215.0,626.0,CMPN,CMPN
CELL.2435,CELL.2435,1,Injury_15DPI_rep2_FP200000266TR_E2,2435,15,NBL,inj,V,NO,1202.0,2331.0,NTNG1EX,NTNG1EX
CELL.2436,CELL.2436,5,Injury_15DPI_rep2_FP200000266TR_E2,2436,2,CMPN,uninj,V,NO,1204.0,4863.0,CMPN,CMPN
CELL.2438,CELL.2438,5,Injury_15DPI_rep2_FP200000266TR_E2,2438,5,MSN,inj,V,NO,1212.0,654.0,CMPN,CMPN
CELL.2439,CELL.2439,7,Injury_15DPI_rep2_FP200000266TR_E2,2439,2,CMPN,inj,V,NO,1217.0,1782.0,CMPN,CMPN
CELL.2440,CELL.2440,1,Injury_15DPI_rep2_FP200000266TR_E2,2440,15,NBL,uninj,V,NO,1208.0,2926.0,NTNG1EX,NTNG1EX
CELL.2441,CELL.2441,2,Injury_15DPI_rep2_FP200000266TR_E2,2441,4,SFRP1RGC,uninj,V,NO,1219.0,4570.0,SFRPRGC,SFRPEGC
CELL.2442,CELL.2442,5,Injury_15DPI_rep2_FP200000266TR_E2,2442,2,CMPN,uninj,V,NO,1212.0,4763.0,CMPN,CMPN
CELL.2443,CELL.2443,1,Injury_15DPI_rep2_FP200000266TR_E2,2443,12,NPYIN,uninj,V,NO,1206.0,3381.0,NPYIN,NPYIN
CELL.2444,CELL.2444,5,Injury_15DPI_rep2_FP200000266TR_E2,2444,2,SSTIN,uninj,V,NO,1204.0,4823.0,CMPN,CMPN
CELL.2445,CELL.2445,2,Injury_15DPI_rep2_FP200000266TR_E2,2445,4,SFRP1RGC,inj,V,NO,1216.0,1056.0,SFRPRGC,SFRPEGC
CELL.2446,CELL.2446,2,Injury_15DPI_rep2_FP200000266TR_E2,2446,1,CP,inj,V,NO,1215.0,1228.0,VLMC,VLMC
CELL.2448,CELL.2448,2,Injury_15DPI_rep2_FP200000266TR_E2,2448,4,SFRP1RGC,uninj,V,NO,1207.0,4348.0,SFRPRGC,SFRPEGC
CELL.2449,CELL.2449,3,Injury_15DPI_rep2_FP200000266TR_E2,2449,7,OBNBL,uninj,V,NO,1215.0,5007.0,OBNBL,OBNBL
CELL.2450,CELL.2450,1,Injury_15DPI_rep2_FP200000266TR_E2,2450,12,NPYIN,inj,V,NO,1209.0,1815.0,NPYIN,NPYIN
CELL.2451,CELL.2451,1,Injury_15DPI_rep2_FP200000266TR_E2,2451,14,SCGNIN,uninj,V,NO,1211.0,3310.0,SCGNIN,SCGNIN
CELL.2452,CELL.2452,1,Injury_15DPI_rep2_FP200000266TR_E2,2452,12,NPYIN,uninj,V,NO,1219.0,3692.0,NPYIN,NPYIN
CELL.2453,CELL.2453,3,Injury_15DPI_rep2_FP200000266TR_E2,2453,3,DMIN,uninj,V,NO,1213.0,5142.0,MSN,MSN
CELL.2454,CELL.2454,5,Injury_15DPI_rep2_FP200000266TR_E2,2454,4,SFRP1RGC,inj,V,NO,1212.0,999.0,SFRPRGC,SFRPEGC
CELL.2455,CELL.2455,2,Injury_15DPI_rep2_FP200000266TR_E2,2455,3,DMIN,inj,V,NO,1212.0,1257.0,MSN,MSN
CELL.2456,CELL.2456,5,Injury_15DPI_rep2_FP200000266TR_E2,2456,2,CMPN,inj,V,NO,1214.0,1691.0,CMPN,CMPN
CELL.2457,CELL.2457,8,Injury_15DPI_rep2_FP200000266TR_E2,2457,7,OBNBL,uninj,V,NO,1219.0,5115.0,OBNBL,OBNBL
CELL.2458,CELL.2458,1,Injury_15DPI_rep2_FP200000266TR_E2,2458,15,NBL,inj,V,NO,1217.0,2540.0,NTNG1EX,NTNG1EX
CELL.2459,CELL.2459,2,Injury_15DPI_rep2_FP200000266TR_E2,2459,6,WNTRGC,uninj,V,NO,1208.0,4109.0,WNTRGC,WNTEGC
CELL.2460,CELL.2460,2,Injury_15DPI_rep2_FP200000266TR_E2,2460,4,SFRP1RGC,uninj,V,NO,1219.0,4523.0,SFRPRGC,SFRPEGC
CELL.2461,CELL.2461,5,Injury_15DPI_rep2_FP200000266TR_E2,2461,5,StriatumIN,inj,V,NO,1217.0,734.0,CMPN,CMPN
CELL.2462,CELL.2462,5,Injury_15DPI_rep2_FP200000266TR_E2,2462,5,StriatumIN,inj,V,NO,1213.0,899.0,CMPN,CMPN
CELL.2463,CELL.2463,2,Injury_15DPI_rep2_FP200000266TR_E2,2463,4,SFRP1RGC,uninj,V,NO,1216.0,4499.0,SFRPRGC,SFRPEGC
CELL.2464,CELL.2464,3,Injury_15DPI_rep2_FP200000266TR_E2,2464,3,DMIN,uninj,V,NO,1220.0,4914.0,MSN,MSN
CELL.2465,CELL.2465,7,Injury_15DPI_rep2_FP200000266TR_E2,2465,2,CMPN,inj,V,NO,1211.0,1672.0,CMPN,CMPN
CELL.2466,CELL.2466,2,Injury_15DPI_rep2_FP200000266TR_E2,2466,6,WNTRGC,uninj,V,NO,1215.0,4019.0,WNTRGC,WNTEGC
CELL.2467,CELL.2467,2,Injury_15DPI_rep2_FP200000266TR_E2,2467,6,WNTRGC,uninj,V,NO,1221.0,4137.0,WNTRGC,WNTEGC
CELL.2468,CELL.2468,2,Injury_15DPI_rep2_FP200000266TR_E2,2468,4,SFRP1RGC,uninj,V,NO,1217.0,4605.0,SFRPRGC,SFRPEGC
CELL.2469,CELL.2469,7,Injury_15DPI_rep2_FP200000266TR_E2,2469,12,NPYIN,inj,V,NO,1218.0,1865.0,NPYIN,NPYIN
CELL.2470,CELL.2470,1,Injury_15DPI_rep2_FP200000266TR_E2,2470,15,NBL,inj,V,NO,1226.0,2356.0,NTNG1EX,NTNG1EX
CELL.2471,CELL.2471,2,Injury_15DPI_rep2_FP200000266TR_E2,2471,4,SFRP1RGC,uninj,V,NO,1218.0,4159.0,SFRPRGC,SFRPEGC
CELL.2472,CELL.2472,5,Injury_15DPI_rep2_FP200000266TR_E2,2472,3,DMIN,uninj,V,NO,1212.0,4841.0,MSN,MSN
CELL.2473,CELL.2473,2,Injury_15DPI_rep2_FP200000266TR_E2,2473,4,SFRP1RGC,inj,V,NO,1227.0,1027.0,SFRPRGC,SFRPEGC
CELL.2474,CELL.2474,2,Injury_15DPI_rep2_FP200000266TR_E2,2474,4,SFRP1RGC,inj,V,NO,1228.0,1150.0,SFRPRGC,SFRPEGC
CELL.2475,CELL.2475,2,Injury_15DPI_rep2_FP200000266TR_E2,2475,1,CP,inj,V,NO,1220.0,1332.0,VLMC,VLMC
CELL.2476,CELL.2476,2,Injury_15DPI_rep2_FP200000266TR_E2,2476,4,SFRP1RGC,uninj,V,NO,1223.0,4544.0,SFRPRGC,SFRPEGC
CELL.2477,CELL.2477,2,Injury_15DPI_rep2_FP200000266TR_E2,2477,4,SFRP1RGC,uninj,V,NO,1221.0,4624.0,SFRPRGC,SFRPEGC
CELL.2478,CELL.2478,2,Injury_15DPI_rep2_FP200000266TR_E2,2478,4,SFRP1RGC,uninj,V,NO,1223.0,4647.0,SFRPRGC,SFRPEGC
CELL.2479,CELL.2479,8,Injury_15DPI_rep2_FP200000266TR_E2,2479,7,OBNBL,uninj,V,NO,1223.0,4983.0,OBNBL,OBNBL
CELL.2480,CELL.2480,5,Injury_15DPI_rep2_FP200000266TR_E2,2480,5,StriatumIN,inj,V,NO,1215.0,708.0,CMPN,CMPN
CELL.2481,CELL.2481,5,Injury_15DPI_rep2_FP200000266TR_E2,2481,5,StriatumIN,inj,V,NO,1221.0,775.0,CMPN,CMPN
CELL.2482,CELL.2482,1,Injury_15DPI_rep2_FP200000266TR_E2,2482,12,NPYIN,inj,V,NO,1231.0,1937.0,NPYIN,NPYIN
CELL.2483,CELL.2483,3,Injury_15DPI_rep2_FP200000266TR_E2,2483,3,DMIN,uninj,V,NO,1225.0,5175.0,MSN,MSN
CELL.2484,CELL.2484,5,Injury_15DPI_rep2_FP200000266TR_E2,2484,5,MSN,inj,V,NO,1218.0,677.0,CCKIN,CCKIN
CELL.2485,CELL.2485,5,Injury_15DPI_rep2_FP200000266TR_E2,2485,5,StriatumIN,inj,V,NO,1227.0,928.0,CMPN,CMPN
CELL.2486,CELL.2486,1,Injury_15DPI_rep2_FP200000266TR_E2,2486,12,NPYIN,inj,V,NO,1224.0,1920.0,NPYIN,NPYIN
CELL.2487,CELL.2487,11,Injury_15DPI_rep2_FP200000266TR_E2,2487,2,CMPN,inj,V,NO,1223.0,1964.0,CMPN,CMPN
CELL.2488,CELL.2488,1,Injury_15DPI_rep2_FP200000266TR_E2,2488,12,NPYIN,uninj,V,NO,1224.0,3412.0,NPYIN,NPYIN
CELL.2489,CELL.2489,1,Injury_15DPI_rep2_FP200000266TR_E2,2489,12,NPYIN,uninj,V,NO,1224.0,3463.0,NPYIN,NPYIN
CELL.2490,CELL.2490,7,Injury_15DPI_rep2_FP200000266TR_E2,2490,2,CMPN,uninj,V,NO,1224.0,3869.0,CMPN,CMPN
CELL.2492,CELL.2492,2,Injury_15DPI_rep2_FP200000266TR_E2,2492,6,WNTRGC,uninj,V,NO,1224.0,3991.0,WNTRGC,WNTEGC
CELL.2493,CELL.2493,5,Injury_15DPI_rep2_FP200000266TR_E2,2493,3,DMIN,inj,V,NO,1229.0,959.0,MSN,MSN
CELL.2494,CELL.2494,2,Injury_15DPI_rep2_FP200000266TR_E2,2494,4,SFRP1RGC,inj,V,NO,1216.0,1204.0,SFRPRGC,SFRPEGC
CELL.2495,CELL.2495,2,Injury_15DPI_rep2_FP200000266TR_E2,2495,4,SFRP1RGC,inj,V,NO,1228.0,1629.0,SFRPRGC,SFRPEGC
CELL.2496,CELL.2496,1,Injury_15DPI_rep2_FP200000266TR_E2,2496,12,NPYIN,inj,V,NO,1231.0,1989.0,NPYIN,NPYIN
CELL.2497,CELL.2497,11,Injury_15DPI_rep2_FP200000266TR_E2,2497,1,VLMC,inj,V,NO,1231.0,2747.0,VLMC,VLMC
CELL.2498,CELL.2498,3,Injury_15DPI_rep2_FP200000266TR_E2,2498,2,CMPN,uninj,V,NO,1231.0,4783.0,CMPN,CMPN
CELL.2499,CELL.2499,1,Injury_15DPI_rep2_FP200000266TR_E2,2499,15,NBL,uninj,V,NO,1230.0,4872.0,NTNG1EX,NTNG1EX
CELL.2500,CELL.2500,8,Injury_15DPI_rep2_FP200000266TR_E2,2500,7,OBNBL,uninj,V,NO,1228.0,5086.0,OBNBL,OBNBL
CELL.2501,CELL.2501,0,Injury_15DPI_rep2_FP200000266TR_E2,2501,9,VLMC,uninj,V,NO,1233.0,5568.0,VLMC,VLMC
CELL.2502,CELL.2502,0,Injury_15DPI_rep2_FP200000266TR_E2,2502,13,IMC,uninj,V,NO,1227.0,2909.0,Microglia,MCG
CELL.2503,CELL.2503,0,Injury_15DPI_rep2_FP200000266TR_E2,2503,9,VLMC,uninj,V,NO,1231.0,5380.0,VLMC,VLMC
CELL.2504,CELL.2504,5,Injury_15DPI_rep2_FP200000266TR_E2,2504,5,StriatumIN,inj,V,NO,1231.0,846.0,CMPN,CMPN
CELL.2505,CELL.2505,1,Injury_15DPI_rep2_FP200000266TR_E2,2505,15,NBL,uninj,V,NO,1233.0,3036.0,NTNG1EX,NTNG1EX
CELL.2506,CELL.2506,5,Injury_15DPI_rep2_FP200000266TR_E2,2506,5,StriatumIN,inj,V,NO,1242.0,502.0,CMPN,CMPN
CELL.2507,CELL.2507,5,Injury_15DPI_rep2_FP200000266TR_E2,2507,5,StriatumIN,inj,V,NO,1231.0,806.0,CMPN,CMPN
CELL.2509,CELL.2509,2,Injury_15DPI_rep2_FP200000266TR_E2,2509,6,WNTRGC,uninj,V,NO,1230.0,3959.0,WNTRGC,WNTEGC
CELL.2510,CELL.2510,2,Injury_15DPI_rep2_FP200000266TR_E2,2510,6,WNTRGC,uninj,V,NO,1232.0,4045.0,WNTRGC,WNTEGC
CELL.2511,CELL.2511,2,Injury_15DPI_rep2_FP200000266TR_E2,2511,4,IMC,inj,V,NO,1238.0,1078.0,Microglia,MCG
CELL.2512,CELL.2512,7,Injury_15DPI_rep2_FP200000266TR_E2,2512,2,CMPN,inj,V,NO,1236.0,1688.0,CMPN,CMPN
CELL.2513,CELL.2513,1,Injury_15DPI_rep2_FP200000266TR_E2,2513,15,NBL,inj,V,NO,1235.0,2335.0,NTNG1EX,NTNG1EX
CELL.2515,CELL.2515,11,Injury_15DPI_rep2_FP200000266TR_E2,2515,3,DMIN,uninj,V,NO,1236.0,4945.0,MSN,MSN
CELL.2516,CELL.2516,8,Injury_15DPI_rep2_FP200000266TR_E2,2516,7,OBNBL,uninj,V,NO,1235.0,5028.0,OBNBL,OBNBL
CELL.2517,CELL.2517,1,Injury_15DPI_rep2_FP200000266TR_E2,2517,10,NPTXEX,uninj,V,NO,1232.0,5233.0,NPTXEX,NPTXEX
CELL.2518,CELL.2518,0,Injury_15DPI_rep2_FP200000266TR_E2,2518,1,CP,uninj,V,NO,1234.0,5485.0,VLMC,VLMC
CELL.2519,CELL.2519,1,Injury_15DPI_rep2_FP200000266TR_E2,2519,2,CMPN,uninj,V,NO,1235.0,3531.0,CMPN,CMPN
CELL.2520,CELL.2520,2,Injury_15DPI_rep2_FP200000266TR_E2,2520,6,WNTRGC,uninj,V,NO,1233.0,4069.0,WNTRGC,WNTEGC
CELL.2521,CELL.2521,11,Injury_15DPI_rep2_FP200000266TR_E2,2521,2,CMPN,uninj,V,NO,1236.0,4672.0,CMPN,CMPN
