,CellID,spatial_leiden_e30_s8,Batch,cell_id,seurat_clusters,y_center,x_center,inj_uninj,D_V,inj_M_L,Annotation_Final,Annotation_0306
CELL.1642,CELL.1642,1,Injury_2DPI_rep1_SS200000147BL_D5,1642,0,6151.0,3791.0,inj,V,NO,SCGNIN,SCGNIN
CELL.1643,CELL.1643,2,Injury_2DPI_rep1_SS200000147BL_D5,1643,12,6141.0,2260.0,inj,D,inj_D_LP,SFRPRGC,SFRPEGC
CELL.1644,CELL.1644,2,Injury_2DPI_rep1_SS200000147BL_D5,1644,12,6144.0,2555.0,inj,D,inj_D_LP,SFRPRGC,SFRPEGC
CELL.1645,CELL.1645,4,Injury_2DPI_rep1_SS200000147BL_D5,1645,0,6147.0,3289.0,inj,V,NO,MSN,MSN
CELL.1646,CELL.1646,1,Injury_2DPI_rep1_SS200000147BL_D5,1646,0,6156.0,3604.0,inj,V,NO,MSN,MSN
CELL.1647,CELL.1647,1,Injury_2DPI_rep1_SS200000147BL_D5,1647,0,6144.0,4098.0,inj,V,NO,MSN,MSN
CELL.1648,CELL.1648,0,Injury_2DPI_rep1_SS200000147BL_D5,1648,9,6150.0,4952.0,inj,V,NO,VLMC,VLMC
CELL.1649,CELL.1649,9,Injury_2DPI_rep1_SS200000147BL_D5,1649,15,6149.0,2042.0,inj,D,inj_D_LP,REARGC,REAEGC
CELL.1650,CELL.1650,1,Injury_2DPI_rep1_SS200000147BL_D5,1650,0,6161.0,3577.0,inj,V,NO,MSN,MSN
CELL.1651,CELL.1651,1,Injury_2DPI_rep1_SS200000147BL_D5,1651,0,6152.0,3922.0,inj,V,NO,SCGNIN,SCGNIN
CELL.1652,CELL.1652,4,Injury_2DPI_rep1_SS200000147BL_D5,1652,0,6158.0,3027.0,inj,D,inj_D_LP,MSN,MSN
CELL.1653,CELL.1653,1,Injury_2DPI_rep1_SS200000147BL_D5,1653,0,6152.0,3433.0,inj,V,NO,MSN,MSN
CELL.1654,CELL.1654,1,Injury_2DPI_rep1_SS200000147BL_D5,1654,10,6156.0,4395.0,inj,V,NO,SCGNIN,SCGNIN
CELL.1655,CELL.1655,9,Injury_2DPI_rep1_SS200000147BL_D5,1655,15,6156.0,1735.0,inj,D,inj_D_LP,REARGC,REAEGC
CELL.1656,CELL.1656,9,Injury_2DPI_rep1_SS200000147BL_D5,1656,15,6134.0,1942.0,inj,D,inj_D_LP,REARGC,REAEGC
CELL.1657,CELL.1657,9,Injury_2DPI_rep1_SS200000147BL_D5,1657,15,6160.0,1501.0,inj,D,inj_D_LP,REARGC,REAEGC
CELL.1658,CELL.1658,9,Injury_2DPI_rep1_SS200000147BL_D5,1658,15,6156.0,1702.0,inj,D,inj_D_LP,REARGC,REAEGC
CELL.1659,CELL.1659,1,Injury_2DPI_rep1_SS200000147BL_D5,1659,10,6153.0,4130.0,inj,V,NO,SCGNIN,SCGNIN
CELL.1660,CELL.1660,2,Injury_2DPI_rep1_SS200000147BL_D5,1660,12,6154.0,2493.0,inj,D,inj_D_LP,SFRPRGC,SFRPEGC
CELL.1661,CELL.1661,4,Injury_2DPI_rep1_SS200000147BL_D5,1661,0,6159.0,3238.0,inj,V,NO,MSN,MSN
CELL.1662,CELL.1662,1,Injury_2DPI_rep1_SS200000147BL_D5,1662,0,6152.0,3817.0,inj,V,NO,SCGNIN,SCGNIN
CELL.1663,CELL.1663,2,Injury_2DPI_rep1_SS200000147BL_D5,1663,12,6154.0,2301.0,inj,D,inj_D_LP,SFRPRGC,SFRPEGC
CELL.1664,CELL.1664,4,Injury_2DPI_rep1_SS200000147BL_D5,1664,0,6152.0,3193.0,inj,D,inj_D_LP,MSN,MSN
CELL.1665,CELL.1665,1,Injury_2DPI_rep1_SS200000147BL_D5,1665,0,6157.0,3479.0,inj,V,NO,SCGNIN,SCGNIN
CELL.1666,CELL.1666,9,Injury_2DPI_rep1_SS200000147BL_D5,1666,15,6160.0,1635.0,inj,D,inj_D_LP,REARGC,WSN
CELL.1667,CELL.1667,1,Injury_2DPI_rep1_SS200000147BL_D5,1667,0,6160.0,3890.0,inj,V,NO,MSN,MSN
CELL.1668,CELL.1668,1,Injury_2DPI_rep1_SS200000147BL_D5,1668,5,6161.0,4428.0,inj,V,NO,OBNBL,OBNBL
CELL.1669,CELL.1669,1,Injury_2DPI_rep1_SS200000147BL_D5,1669,0,6165.0,3627.0,inj,V,NO,MSN,MSN
CELL.1670,CELL.1670,9,Injury_2DPI_rep1_SS200000147BL_D5,1670,12,6152.0,2180.0,inj,D,inj_D_LP,SFRPRGC,SFRPEGC
CELL.1671,CELL.1671,4,Injury_2DPI_rep1_SS200000147BL_D5,1671,0,6170.0,3391.0,inj,V,NO,MSN,MSN
CELL.1672,CELL.1672,2,Injury_2DPI_rep1_SS200000147BL_D5,1672,12,6157.0,2139.0,inj,D,inj_D_LP,SFRPRGC,SFRPEGC
CELL.1673,CELL.1673,4,Injury_2DPI_rep1_SS200000147BL_D5,1673,0,6167.0,3267.0,inj,V,NO,MSN,MSN
CELL.1674,CELL.1674,1,Injury_2DPI_rep1_SS200000147BL_D5,1674,0,6165.0,3344.0,inj,V,NO,MSN,MSN
CELL.1675,CELL.1675,1,Injury_2DPI_rep1_SS200000147BL_D5,1675,0,6161.0,3855.0,inj,V,NO,MSN,MSN
CELL.1676,CELL.1676,9,Injury_2DPI_rep1_SS200000147BL_D5,1676,15,6167.0,1758.0,inj,D,inj_D_LP,REARGC,REAEGC
CELL.1677,CELL.1677,2,Injury_2DPI_rep1_SS200000147BL_D5,1677,12,6166.0,2703.0,inj,D,inj_D_LP,SFRPRGC,SFRPEGC
CELL.1678,CELL.1678,1,Injury_2DPI_rep1_SS200000147BL_D5,1678,0,6165.0,3454.0,inj,V,NO,MSN,MSN
CELL.1679,CELL.1679,9,Injury_2DPI_rep1_SS200000147BL_D5,1679,15,6162.0,2079.0,inj,D,inj_D_LP,REARGC,REAEGC
CELL.1680,CELL.1680,9,Injury_2DPI_rep1_SS200000147BL_D5,1680,15,6161.0,2111.0,inj,D,inj_D_LP,REARGC,REAEGC
CELL.1681,CELL.1681,2,Injury_2DPI_rep1_SS200000147BL_D5,1681,12,6172.0,2665.0,inj,D,inj_D_LP,SFRPRGC,SFRPEGC
CELL.1682,CELL.1682,4,Injury_2DPI_rep1_SS200000147BL_D5,1682,0,6157.0,2956.0,inj,D,inj_D_LP,MSN,MSN
CELL.1683,CELL.1683,1,Injury_2DPI_rep1_SS200000147BL_D5,1683,0,6168.0,4314.0,inj,V,NO,SCGNIN,SCGNIN
CELL.1684,CELL.1684,9,Injury_2DPI_rep1_SS200000147BL_D5,1684,15,6167.0,1868.0,inj,D,inj_D_LP,REARGC,REAEGC
CELL.1685,CELL.1685,9,Injury_2DPI_rep1_SS200000147BL_D5,1685,15,6157.0,1915.0,inj,D,inj_D_LP,REARGC,REAEGC
CELL.1686,CELL.1686,2,Injury_2DPI_rep1_SS200000147BL_D5,1686,8,6155.0,2655.0,inj,D,inj_D_LP,DIPC,TLNBL
CELL.1687,CELL.1687,4,Injury_2DPI_rep1_SS200000147BL_D5,1687,8,6164.0,2753.0,inj,D,inj_D_LP,DIPC,TLNBL
CELL.1688,CELL.1688,4,Injury_2DPI_rep1_SS200000147BL_D5,1688,0,6169.0,3003.0,inj,D,inj_D_LP,MSN,MSN
CELL.1689,CELL.1689,1,Injury_2DPI_rep1_SS200000147BL_D5,1689,0,6167.0,3985.0,inj,V,NO,SCGNIN,SCGNIN
CELL.1690,CELL.1690,9,Injury_2DPI_rep1_SS200000147BL_D5,1690,15,6162.0,1794.0,inj,D,inj_D_LP,REARGC,REAEGC
CELL.1691,CELL.1691,1,Injury_2DPI_rep1_SS200000147BL_D5,1691,0,6169.0,3418.0,inj,V,NO,SCGNIN,SCGNIN
CELL.1692,CELL.1692,1,Injury_2DPI_rep1_SS200000147BL_D5,1692,0,6168.0,3535.0,inj,V,NO,MSN,MSN
CELL.1693,CELL.1693,1,Injury_2DPI_rep1_SS200000147BL_D5,1693,0,6165.0,3756.0,inj,V,NO,VLMC,VLMC
CELL.1694,CELL.1694,1,Injury_2DPI_rep1_SS200000147BL_D5,1694,2,6172.0,4598.0,inj,V,NO,VLMC,VLMC
CELL.1695,CELL.1695,0,Injury_2DPI_rep1_SS200000147BL_D5,1695,9,6173.0,4972.0,inj,V,NO,VLMC,VLMC
CELL.1696,CELL.1696,4,Injury_2DPI_rep1_SS200000147BL_D5,1696,8,6177.0,2798.0,inj,D,inj_D_LP,DIPC,TLNBL
CELL.1697,CELL.1697,4,Injury_2DPI_rep1_SS200000147BL_D5,1697,0,6171.0,3164.0,inj,D,inj_D_LP,MSN,MSN
CELL.1698,CELL.1698,1,Injury_2DPI_rep1_SS200000147BL_D5,1698,0,6169.0,3719.0,inj,V,NO,SCGNIN,SCGNIN
CELL.1699,CELL.1699,1,Injury_2DPI_rep1_SS200000147BL_D5,1699,0,6170.0,4257.0,inj,V,NO,SCGNIN,SCGNIN
CELL.1700,CELL.1700,6,Injury_2DPI_rep1_SS200000147BL_D5,1700,4,6172.0,4730.0,inj,V,NO,CMPN,CMPN
CELL.1701,CELL.1701,0,Injury_2DPI_rep1_SS200000147BL_D5,1701,9,6168.0,4923.0,inj,V,NO,VLMC,VLMC
CELL.1702,CELL.1702,9,Injury_2DPI_rep1_SS200000147BL_D5,1702,15,6167.0,2052.0,inj,D,inj_D_LP,REARGC,REAEGC
CELL.1703,CELL.1703,2,Injury_2DPI_rep1_SS200000147BL_D5,1703,12,6170.0,2161.0,inj,D,inj_D_LP,SFRPRGC,SFRPEGC
CELL.1704,CELL.1704,2,Injury_2DPI_rep1_SS200000147BL_D5,1704,12,6171.0,2526.0,inj,D,inj_D_LP,SFRPRGC,SFRPEGC
CELL.1705,CELL.1705,1,Injury_2DPI_rep1_SS200000147BL_D5,1705,0,6173.0,3660.0,inj,V,NO,MSN,MSN
CELL.1706,CELL.1706,1,Injury_2DPI_rep1_SS200000147BL_D5,1706,0,6167.0,4567.0,inj,V,NO,MSN,MSN
CELL.1707,CELL.1707,9,Injury_2DPI_rep1_SS200000147BL_D5,1707,15,6170.0,1835.0,inj,D,inj_D_LP,REARGC,REAEGC
CELL.1708,CELL.1708,2,Injury_2DPI_rep1_SS200000147BL_D5,1708,12,6168.0,2208.0,inj,D,inj_D_LP,SFRPRGC,SFRPEGC
CELL.1709,CELL.1709,9,Injury_2DPI_rep1_SS200000147BL_D5,1709,15,6170.0,1581.0,inj,D,inj_D_LP,REARGC,REAEGC
CELL.1710,CELL.1710,4,Injury_2DPI_rep1_SS200000147BL_D5,1710,0,6167.0,2870.0,inj,D,inj_D_LP,MSN,MSN
CELL.1711,CELL.1711,1,Injury_2DPI_rep1_SS200000147BL_D5,1711,10,6175.0,4081.0,inj,V,NO,SCGNIN,SCGNIN
CELL.1712,CELL.1712,1,Injury_2DPI_rep1_SS200000147BL_D5,1712,10,6173.0,4362.0,inj,V,NO,SCGNIN,SCGNIN
CELL.1713,CELL.1713,1,Injury_2DPI_rep1_SS200000147BL_D5,1713,5,6174.0,4462.0,inj,V,NO,SCGNIN,SCGNIN
CELL.1714,CELL.1714,2,Injury_2DPI_rep1_SS200000147BL_D5,1714,12,6162.0,2368.0,inj,D,inj_D_LP,SFRPRGC,SFRPEGC
CELL.1715,CELL.1715,4,Injury_2DPI_rep1_SS200000147BL_D5,1715,0,6173.0,3057.0,inj,D,inj_D_LP,MSN,MSN
CELL.1716,CELL.1716,1,Injury_2DPI_rep1_SS200000147BL_D5,1716,10,6179.0,4176.0,inj,V,NO,SCGNIN,SCGNIN
CELL.1717,CELL.1717,2,Injury_2DPI_rep1_SS200000147BL_D5,1717,12,6169.0,2271.0,inj,D,inj_D_LP,SFRPRGC,SFRPEGC
CELL.1718,CELL.1718,4,Injury_2DPI_rep1_SS200000147BL_D5,1718,0,6173.0,3314.0,inj,V,NO,MSN,MSN
CELL.1719,CELL.1719,9,Injury_2DPI_rep1_SS200000147BL_D5,1719,15,6173.0,2023.0,inj,D,inj_D_LP,REARGC,REAEGC
CELL.1720,CELL.1720,4,Injury_2DPI_rep1_SS200000147BL_D5,1720,0,6178.0,3214.0,inj,V,NO,MSN,MSN
CELL.1721,CELL.1721,9,Injury_2DPI_rep1_SS200000147BL_D5,1721,15,6178.0,1664.0,inj,D,inj_D_LP,REARGC,REAEGC
CELL.1722,CELL.1722,4,Injury_2DPI_rep1_SS200000147BL_D5,1722,0,6181.0,3081.0,inj,D,inj_D_LP,MSN,MSN
CELL.1723,CELL.1723,1,Injury_2DPI_rep1_SS200000147BL_D5,1723,5,6182.0,3954.0,inj,V,NO,SCGNIN,SCGNIN
CELL.1724,CELL.1724,2,Injury_2DPI_rep1_SS200000147BL_D5,1724,12,6172.0,2232.0,inj,D,inj_D_LP,SFRPRGC,SFRPEGC
CELL.1725,CELL.1725,2,Injury_2DPI_rep1_SS200000147BL_D5,1725,7,6176.0,2401.0,inj,D,inj_D_LP,RIBRGC,RIBEGC
CELL.1726,CELL.1726,2,Injury_2DPI_rep1_SS200000147BL_D5,1726,8,6177.0,2623.0,inj,D,inj_D_LP,DIPC,TLNBL
CELL.1727,CELL.1727,1,Injury_2DPI_rep1_SS200000147BL_D5,1727,0,6177.0,3919.0,inj,V,NO,SCGNIN,SCGNIN
CELL.1728,CELL.1728,1,Injury_2DPI_rep1_SS200000147BL_D5,1728,0,6175.0,4040.0,inj,V,NO,MSN,MSN
CELL.1729,CELL.1729,1,Injury_2DPI_rep1_SS200000147BL_D5,1729,0,6181.0,4514.0,inj,V,NO,MSN,MSN
CELL.1730,CELL.1730,9,Injury_2DPI_rep1_SS200000147BL_D5,1730,15,6182.0,1624.0,inj,D,inj_D_LP,REARGC,REAEGC
CELL.1731,CELL.1731,4,Injury_2DPI_rep1_SS200000147BL_D5,1731,0,6186.0,3364.0,inj,V,NO,MSN,MSN
CELL.1732,CELL.1732,1,Injury_2DPI_rep1_SS200000147BL_D5,1732,0,6187.0,3483.0,inj,V,NO,MSN,MSN
CELL.1733,CELL.1733,4,Injury_2DPI_rep1_SS200000147BL_D5,1733,8,6191.0,2902.0,inj,D,inj_D_LP,DIPC,TLNBL
CELL.1734,CELL.1734,1,Injury_2DPI_rep1_SS200000147BL_D5,1734,0,6181.0,3786.0,inj,V,NO,SCGNIN,SCGNIN
CELL.1735,CELL.1735,1,Injury_2DPI_rep1_SS200000147BL_D5,1735,10,6176.0,4212.0,inj,V,NO,SCGNIN,SCGNIN
CELL.1736,CELL.1736,9,Injury_2DPI_rep1_SS200000147BL_D5,1736,15,6183.0,1898.0,inj,D,inj_D_LP,REARGC,REAEGC
CELL.1737,CELL.1737,1,Injury_2DPI_rep1_SS200000147BL_D5,1737,0,6183.0,3442.0,inj,V,NO,MSN,MSN
CELL.1738,CELL.1738,9,Injury_2DPI_rep1_SS200000147BL_D5,1738,15,6182.0,1703.0,inj,D,inj_D_LP,REARGC,REAEGC
CELL.1739,CELL.1739,4,Injury_2DPI_rep1_SS200000147BL_D5,1739,0,6185.0,3041.0,inj,D,inj_D_LP,MSN,MSN
CELL.1740,CELL.1740,4,Injury_2DPI_rep1_SS200000147BL_D5,1740,0,6184.0,3237.0,inj,V,NO,SCGNIN,SCGNIN
CELL.1741,CELL.1741,2,Injury_2DPI_rep1_SS200000147BL_D5,1741,7,6184.0,2332.0,inj,D,inj_D_LP,WNTRGC,WNTEGC
CELL.1742,CELL.1742,1,Injury_2DPI_rep1_SS200000147BL_D5,1742,0,6182.0,3863.0,inj,V,NO,MSN,MSN
CELL.1743,CELL.1743,1,Injury_2DPI_rep1_SS200000147BL_D5,1743,0,6184.0,4005.0,inj,V,NO,MSN,MSN
CELL.1744,CELL.1744,2,Injury_2DPI_rep1_SS200000147BL_D5,1744,12,6181.0,2306.0,inj,D,inj_D_LP,SFRPRGC,SFRPEGC
CELL.1745,CELL.1745,2,Injury_2DPI_rep1_SS200000147BL_D5,1745,12,6180.0,2479.0,inj,D,inj_D_LP,SFRPRGC,SFRPEGC
CELL.1746,CELL.1746,4,Injury_2DPI_rep1_SS200000147BL_D5,1746,8,6187.0,2770.0,inj,D,inj_D_LP,DIPC,TLNBL
CELL.1747,CELL.1747,1,Injury_2DPI_rep1_SS200000147BL_D5,1747,0,6187.0,3807.0,inj,V,NO,VLMC,VLMC
CELL.1748,CELL.1748,9,Injury_2DPI_rep1_SS200000147BL_D5,1748,15,6190.0,1726.0,inj,D,inj_D_LP,REARGC,REAEGC
CELL.1749,CELL.1749,2,Injury_2DPI_rep1_SS200000147BL_D5,1749,12,6184.0,2561.0,inj,D,inj_D_LP,SFRPRGC,SFRPEGC
CELL.1750,CELL.1750,2,Injury_2DPI_rep1_SS200000147BL_D5,1750,12,6179.0,2595.0,inj,D,inj_D_LP,SFRPRGC,SFRPEGC
CELL.1751,CELL.1751,4,Injury_2DPI_rep1_SS200000147BL_D5,1751,8,6184.0,2832.0,inj,D,inj_D_LP,DIPC,TLNBL
CELL.1752,CELL.1752,1,Injury_2DPI_rep1_SS200000147BL_D5,1752,0,6187.0,3893.0,inj,V,NO,MSN,MSN
CELL.1753,CELL.1753,4,Injury_2DPI_rep1_SS200000147BL_D5,1753,0,6200.0,3017.0,inj,D,inj_D_LP,MSN,MSN
CELL.1754,CELL.1754,4,Injury_2DPI_rep1_SS200000147BL_D5,1754,0,6188.0,3276.0,inj,V,NO,MSN,MSN
CELL.1755,CELL.1755,6,Injury_2DPI_rep1_SS200000147BL_D5,1755,2,6189.0,4685.0,inj,V,NO,VLMC,VLMC
CELL.1756,CELL.1756,0,Injury_2DPI_rep1_SS200000147BL_D5,1756,9,6202.0,4937.0,inj,V,NO,VLMC,VLMC
CELL.1757,CELL.1757,2,Injury_2DPI_rep1_SS200000147BL_D5,1757,12,6188.0,2177.0,inj,D,inj_D_LP,SFRPRGC,SFRPEGC
CELL.1758,CELL.1758,4,Injury_2DPI_rep1_SS200000147BL_D5,1758,0,6191.0,3140.0,inj,D,inj_D_LP,MSN,MSN
CELL.1759,CELL.1759,4,Injury_2DPI_rep1_SS200000147BL_D5,1759,8,6186.0,2932.0,inj,D,inj_D_LP,DIPC,TLNBL
CELL.1760,CELL.1760,1,Injury_2DPI_rep1_SS200000147BL_D5,1760,0,6191.0,3614.0,inj,V,NO,MSN,MSN
CELL.1761,CELL.1761,1,Injury_2DPI_rep1_SS200000147BL_D5,1761,0,6189.0,4421.0,inj,V,NO,SCGNIN,SCGNIN
CELL.1762,CELL.1762,1,Injury_2DPI_rep1_SS200000147BL_D5,1762,0,6190.0,4541.0,inj,V,NO,MSN,MSN
CELL.1763,CELL.1763,4,Injury_2DPI_rep1_SS200000147BL_D5,1763,0,6191.0,3111.0,inj,D,inj_D_LP,MSN,MSN
CELL.1764,CELL.1764,4,Injury_2DPI_rep1_SS200000147BL_D5,1764,0,6191.0,3336.0,inj,V,NO,MSN,MSN
CELL.1765,CELL.1765,4,Injury_2DPI_rep1_SS200000147BL_D5,1765,0,6195.0,3558.0,inj,V,NO,MSN,MSN
CELL.1766,CELL.1766,0,Injury_2DPI_rep1_SS200000147BL_D5,1766,9,6197.0,5001.0,inj,V,NO,VLMC,VLMC
CELL.1767,CELL.1767,9,Injury_2DPI_rep1_SS200000147BL_D5,1767,15,6195.0,1777.0,inj,D,inj_D_LP,REARGC,REAEGC
CELL.1768,CELL.1768,2,Injury_2DPI_rep1_SS200000147BL_D5,1768,8,6193.0,2748.0,inj,D,inj_D_LP,DIPC,TLNBL
CELL.1769,CELL.1769,4,Injury_2DPI_rep1_SS200000147BL_D5,1769,0,6194.0,3526.0,inj,V,NO,MSN,MSN
CELL.1770,CELL.1770,1,Injury_2DPI_rep1_SS200000147BL_D5,1770,0,6194.0,3589.0,inj,V,NO,MSN,MSN
CELL.1771,CELL.1771,1,Injury_2DPI_rep1_SS200000147BL_D5,1771,0,6195.0,3741.0,inj,V,NO,VLMC,VLMC
CELL.1772,CELL.1772,1,Injury_2DPI_rep1_SS200000147BL_D5,1772,0,6195.0,4314.0,inj,V,NO,SCGNIN,SCGNIN
CELL.1773,CELL.1773,9,Injury_2DPI_rep1_SS200000147BL_D5,1773,15,6180.0,1445.0,inj,D,inj_D_LP,REARGC,REAEGC
CELL.1774,CELL.1774,9,Injury_2DPI_rep1_SS200000147BL_D5,1774,15,6190.0,1528.0,inj,D,inj_D_LP,REARGC,REAEGC
CELL.1775,CELL.1775,9,Injury_2DPI_rep1_SS200000147BL_D5,1775,15,6194.0,1818.0,inj,D,inj_D_LP,REARGC,REAEGC
CELL.1776,CELL.1776,4,Injury_2DPI_rep1_SS200000147BL_D5,1776,0,6205.0,3257.0,inj,V,NO,MSN,MSN
CELL.1777,CELL.1777,2,Injury_2DPI_rep1_SS200000147BL_D5,1777,12,6196.0,2717.0,inj,D,inj_D_LP,SFRPRGC,SFRPEGC
CELL.1778,CELL.1778,4,Injury_2DPI_rep1_SS200000147BL_D5,1778,8,6201.0,2859.0,inj,D,inj_D_LP,DIPC,TLNBL
CELL.1779,CELL.1779,1,Injury_2DPI_rep1_SS200000147BL_D5,1779,0,6194.0,3925.0,inj,V,NO,MSN,MSN
CELL.1780,CELL.1780,1,Injury_2DPI_rep1_SS200000147BL_D5,1780,10,6201.0,4137.0,inj,V,NO,SCGNIN,SCGNIN
CELL.1781,CELL.1781,1,Injury_2DPI_rep1_SS200000147BL_D5,1781,0,6196.0,4255.0,inj,V,NO,SCGNIN,SCGNIN
CELL.1782,CELL.1782,9,Injury_2DPI_rep1_SS200000147BL_D5,1782,15,6194.0,1865.0,inj,D,inj_D_LP,REARGC,REAEGC
CELL.1783,CELL.1783,2,Injury_2DPI_rep1_SS200000147BL_D5,1783,12,6197.0,2684.0,inj,D,inj_D_LP,SFRPRGC,SFRPEGC
CELL.1784,CELL.1784,4,Injury_2DPI_rep1_SS200000147BL_D5,1784,0,6206.0,3297.0,inj,V,NO,MSN,MSN
CELL.1785,CELL.1785,4,Injury_2DPI_rep1_SS200000147BL_D5,1785,0,6196.0,3418.0,inj,V,NO,MSN,MSN
CELL.1786,CELL.1786,4,Injury_2DPI_rep1_SS200000147BL_D5,1786,8,6206.0,2960.0,inj,D,inj_D_LP,DIPC,TLNBL
CELL.1787,CELL.1787,4,Injury_2DPI_rep1_SS200000147BL_D5,1787,0,6206.0,3205.0,inj,V,NO,MSN,MSN
CELL.1788,CELL.1788,2,Injury_2DPI_rep1_SS200000147BL_D5,1788,12,6198.0,2648.0,inj,D,inj_D_LP,SFRPRGC,SFRPEGC
CELL.1789,CELL.1789,4,Injury_2DPI_rep1_SS200000147BL_D5,1789,0,6192.0,2982.0,inj,D,inj_D_LP,MSN,MSN
CELL.1790,CELL.1790,1,Injury_2DPI_rep1_SS200000147BL_D5,1790,10,6204.0,4633.0,inj,V,NO,SCGNIN,SCGNIN
CELL.1791,CELL.1791,1,Injury_2DPI_rep1_SS200000147BL_D5,1791,0,6205.0,3824.0,inj,V,NO,MSN,MSN
CELL.1792,CELL.1792,2,Injury_2DPI_rep1_SS200000147BL_D5,1792,15,6202.0,2118.0,inj,D,inj_D_LP,REARGC,REAEGC
CELL.1793,CELL.1793,2,Injury_2DPI_rep1_SS200000147BL_D5,1793,8,6203.0,2608.0,inj,D,inj_D_LP,DIPC,TLNBL
CELL.1795,CELL.1795,4,Injury_2DPI_rep1_SS200000147BL_D5,1795,0,6203.0,3170.0,inj,D,inj_D_LP,MSN,MSN
CELL.1796,CELL.1796,4,Injury_2DPI_rep1_SS200000147BL_D5,1796,0,6215.0,3389.0,inj,V,NO,MSN,MSN
CELL.1797,CELL.1797,1,Injury_2DPI_rep1_SS200000147BL_D5,1797,10,6201.0,4488.0,inj,V,NO,SCGNIN,SCGNIN
CELL.1798,CELL.1798,1,Injury_2DPI_rep1_SS200000147BL_D5,1798,0,6209.0,4057.0,inj,V,NO,MSN,MSN
CELL.1799,CELL.1799,0,Injury_2DPI_rep1_SS200000147BL_D5,1799,3,6204.0,4774.0,inj,V,NO,VLMC,VLMC
CELL.1800,CELL.1800,1,Injury_2DPI_rep1_SS200000147BL_D5,1800,2,6209.0,3793.0,inj,V,NO,VLMC,VLMC
CELL.1801,CELL.1801,1,Injury_2DPI_rep1_SS200000147BL_D5,1801,0,6216.0,3872.0,inj,V,NO,MSN,MSN
CELL.1802,CELL.1802,1,Injury_2DPI_rep1_SS200000147BL_D5,1802,0,6207.0,3957.0,inj,V,NO,MSN,MSN
CELL.1803,CELL.1803,1,Injury_2DPI_rep1_SS200000147BL_D5,1803,5,6203.0,4350.0,inj,V,NO,SCGNIN,SCGNIN
CELL.1804,CELL.1804,1,Injury_2DPI_rep1_SS200000147BL_D5,1804,0,6206.0,4380.0,inj,V,NO,SCGNIN,SCGNIN
CELL.1805,CELL.1805,1,Injury_2DPI_rep1_SS200000147BL_D5,1805,0,6208.0,3667.0,inj,V,NO,MSN,MSN
CELL.1806,CELL.1806,1,Injury_2DPI_rep1_SS200000147BL_D5,1806,0,6207.0,4563.0,inj,V,NO,MSN,MSN
CELL.1807,CELL.1807,2,Injury_2DPI_rep1_SS200000147BL_D5,1807,12,6209.0,2627.0,inj,D,inj_D_LP,SFRPRGC,SFRPEGC
CELL.1808,CELL.1808,1,Injury_2DPI_rep1_SS200000147BL_D5,1808,0,6210.0,4100.0,inj,V,NO,MSN,MSN
CELL.1809,CELL.1809,4,Injury_2DPI_rep1_SS200000147BL_D5,1809,0,6210.0,3100.0,inj,D,inj_D_LP,MSN,MSN
CELL.1810,CELL.1810,9,Injury_2DPI_rep1_SS200000147BL_D5,1810,15,6211.0,1611.0,inj,D,inj_D_LP,REARGC,REAEGC
CELL.1811,CELL.1811,1,Injury_2DPI_rep1_SS200000147BL_D5,1811,0,6210.0,4222.0,inj,V,NO,MSN,MSN
CELL.1812,CELL.1812,4,Injury_2DPI_rep1_SS200000147BL_D5,1812,0,6219.0,3497.0,inj,V,NO,MSN,MSN
CELL.1813,CELL.1813,1,Injury_2DPI_rep1_SS200000147BL_D5,1813,0,6214.0,4015.0,inj,V,NO,MSN,MSN
CELL.1814,CELL.1814,1,Injury_2DPI_rep1_SS200000147BL_D5,1814,10,6212.0,4439.0,inj,V,NO,SCGNIN,SCGNIN
CELL.1815,CELL.1815,6,Injury_2DPI_rep1_SS200000147BL_D5,1815,4,6206.0,4741.0,inj,V,NO,CMPN,CMPN
CELL.1816,CELL.1816,9,Injury_2DPI_rep1_SS200000147BL_D5,1816,15,6208.0,1841.0,inj,D,inj_D_LP,REARGC,REAEGC
CELL.1817,CELL.1817,2,Injury_2DPI_rep1_SS200000147BL_D5,1817,8,6210.0,2323.0,inj,D,inj_D_LP,DIPC,TLNBL
CELL.1818,CELL.1818,4,Injury_2DPI_rep1_SS200000147BL_D5,1818,8,6216.0,2929.0,inj,D,inj_D_LP,DIPC,TLNBL
CELL.1819,CELL.1819,1,Injury_2DPI_rep1_SS200000147BL_D5,1819,2,6218.0,3764.0,inj,V,NO,VLMC,VLMC
CELL.1820,CELL.1820,4,Injury_2DPI_rep1_SS200000147BL_D5,1820,0,6218.0,3612.0,inj,V,NO,MSN,MSN
CELL.1821,CELL.1821,9,Injury_2DPI_rep1_SS200000147BL_D5,1821,15,6214.0,1738.0,inj,D,inj_D_LP,REARGC,REAEGC
CELL.1822,CELL.1822,1,Injury_2DPI_rep1_SS200000147BL_D5,1822,0,6217.0,3920.0,inj,V,NO,SCGNIN,SCGNIN
CELL.1823,CELL.1823,1,Injury_2DPI_rep1_SS200000147BL_D5,1823,5,6213.0,4465.0,inj,V,NO,OBNBL,OBNBL
CELL.1824,CELL.1824,2,Injury_2DPI_rep1_SS200000147BL_D5,1824,12,6224.0,2819.0,inj,D,inj_D_LP,SFRPRGC,SFRPEGC
