,CellID,spatial_leiden_e30_s8,Batch,cell_id,seurat_clusters,y_center,x_center,inj_uninj,D_V,Annotation_Final,Annotation_0306
CELL.2822,CELL.2822,0,Injury_20DPI_rep3_SS200000147BL_B5,2822,11,1633.0,868.0,uninj,V,VLMC,VLMC
CELL.2823,CELL.2823,1,Injury_20DPI_rep3_SS200000147BL_B5,2823,3,1637.0,1602.0,uninj,V,VLMC,VLMC
CELL.2824,CELL.2824,5,Injury_20DPI_rep3_SS200000147BL_B5,2824,3,1634.0,4626.0,uninj,D,VLMC,VLMC
CELL.2825,CELL.2825,3,Injury_20DPI_rep3_SS200000147BL_B5,2825,1,1639.0,1272.0,uninj,V,SFRPRGC,SFRPEGC
CELL.2826,CELL.2826,3,Injury_20DPI_rep3_SS200000147BL_B5,2826,1,1637.0,1308.0,uninj,V,SFRPRGC,SFRPEGC
CELL.2827,CELL.2827,5,Injury_20DPI_rep3_SS200000147BL_B5,2827,8,1635.0,4243.0,uninj,D,DPEX,DPEX
CELL.2828,CELL.2828,3,Injury_20DPI_rep3_SS200000147BL_B5,2828,1,1633.0,1335.0,uninj,V,SFRPRGC,SFRPEGC
CELL.2829,CELL.2829,5,Injury_20DPI_rep3_SS200000147BL_B5,2829,8,1639.0,4212.0,uninj,D,DPEX,DPEX
CELL.2830,CELL.2830,0,Injury_20DPI_rep3_SS200000147BL_B5,2830,0,1637.0,1041.0,uninj,V,MSN,MSN
CELL.2832,CELL.2832,3,Injury_20DPI_rep3_SS200000147BL_B5,2832,1,1638.0,1384.0,uninj,V,SFRPRGC,SFRPEGC
CELL.2833,CELL.2833,6,Injury_20DPI_rep3_SS200000147BL_B5,2833,5,1641.0,4096.0,uninj,D,WNTRGC,WNTEGC
CELL.2834,CELL.2834,2,Injury_20DPI_rep3_SS200000147BL_B5,2834,11,1639.0,933.0,uninj,V,VLMC,VLMC
CELL.2836,CELL.2836,5,Injury_20DPI_rep3_SS200000147BL_B5,2836,8,1644.0,4526.0,uninj,D,DPEX,DPEX
CELL.2837,CELL.2837,0,Injury_20DPI_rep3_SS200000147BL_B5,2837,2,1646.0,730.0,uninj,V,CCKIN,CCKIN
CELL.2838,CELL.2838,0,Injury_20DPI_rep3_SS200000147BL_B5,2838,7,1646.0,998.0,uninj,V,CMPN,CMPN
CELL.2839,CELL.2839,6,Injury_20DPI_rep3_SS200000147BL_B5,2839,5,1640.0,4124.0,uninj,D,WNTRGC,WNTEGC
CELL.2840,CELL.2840,1,Injury_20DPI_rep3_SS200000147BL_B5,2840,3,1640.0,1636.0,uninj,V,VLMC,VLMC
CELL.2842,CELL.2842,5,Injury_20DPI_rep3_SS200000147BL_B5,2842,8,1649.0,4279.0,uninj,D,DPEX,DPEX
CELL.2843,CELL.2843,5,Injury_20DPI_rep3_SS200000147BL_B5,2843,8,1653.0,4378.0,uninj,D,DPEX,DPEX
CELL.2844,CELL.2844,2,Injury_20DPI_rep3_SS200000147BL_B5,2844,7,1647.0,650.0,uninj,V,CMPN,CMPN
CELL.2845,CELL.2845,0,Injury_20DPI_rep3_SS200000147BL_B5,2845,0,1644.0,1145.0,uninj,V,DIPC,TLNBL
CELL.2847,CELL.2847,3,Injury_20DPI_rep3_SS200000147BL_B5,2847,3,1649.0,1477.0,uninj,V,VLMC,VLMC
CELL.2848,CELL.2848,6,Injury_20DPI_rep3_SS200000147BL_B5,2848,5,1639.0,4068.0,uninj,D,WNTRGC,WNTEGC
CELL.2849,CELL.2849,5,Injury_20DPI_rep3_SS200000147BL_B5,2849,8,1648.0,4154.0,uninj,D,DPEX,DPEX
CELL.2850,CELL.2850,0,Injury_20DPI_rep3_SS200000147BL_B5,2850,7,1638.0,1091.0,uninj,V,CMPN,CMPN
CELL.2851,CELL.2851,5,Injury_20DPI_rep3_SS200000147BL_B5,2851,8,1656.0,4417.0,uninj,D,DPEX,DPEX
CELL.2852,CELL.2852,0,Injury_20DPI_rep3_SS200000147BL_B5,2852,2,1653.0,802.0,uninj,V,CCKIN,CCKIN
CELL.2854,CELL.2854,3,Injury_20DPI_rep3_SS200000147BL_B5,2854,1,1649.0,1439.0,uninj,V,SFRPRGC,SFRPEGC
CELL.2855,CELL.2855,5,Injury_20DPI_rep3_SS200000147BL_B5,2855,8,1653.0,4315.0,uninj,D,DPEX,DPEX
CELL.2857,CELL.2857,1,Injury_20DPI_rep3_SS200000147BL_B5,2857,3,1655.0,495.0,uninj,V,VLMC,VLMC
CELL.2858,CELL.2858,0,Injury_20DPI_rep3_SS200000147BL_B5,2858,2,1653.0,771.0,uninj,V,CCKIN,CCKIN
CELL.2859,CELL.2859,0,Injury_20DPI_rep3_SS200000147BL_B5,2859,0,1660.0,1030.0,uninj,V,DIPC,TLNBL
CELL.2860,CELL.2860,1,Injury_20DPI_rep3_SS200000147BL_B5,2860,3,1640.0,1572.0,uninj,V,VLMC,VLMC
CELL.2861,CELL.2861,5,Injury_20DPI_rep3_SS200000147BL_B5,2861,8,1653.0,4190.0,uninj,D,DPEX,DPEX
CELL.2862,CELL.2862,5,Injury_20DPI_rep3_SS200000147BL_B5,2862,8,1656.0,4348.0,uninj,D,DPEX,DPEX
CELL.2863,CELL.2863,3,Injury_20DPI_rep3_SS200000147BL_B5,2863,1,1659.0,1283.0,uninj,V,SFRPRGC,SFRPEGC
CELL.2864,CELL.2864,3,Injury_20DPI_rep3_SS200000147BL_B5,2864,1,1661.0,1306.0,uninj,V,SFRPRGC,SFRPEGC
CELL.2865,CELL.2865,0,Injury_20DPI_rep3_SS200000147BL_B5,2865,0,1661.0,868.0,uninj,V,DIPC,TLNBL
CELL.2866,CELL.2866,0,Injury_20DPI_rep3_SS200000147BL_B5,2866,7,1656.0,1108.0,uninj,V,CMPN,CMPN
CELL.2867,CELL.2867,5,Injury_20DPI_rep3_SS200000147BL_B5,2867,8,1658.0,4219.0,uninj,D,DPEX,DPEX
CELL.2868,CELL.2868,1,Injury_20DPI_rep3_SS200000147BL_B5,2868,3,1657.0,4738.0,uninj,D,VLMC,VLMC
CELL.2869,CELL.2869,0,Injury_20DPI_rep3_SS200000147BL_B5,2869,0,1661.0,963.0,uninj,V,MSN,MSN
CELL.2870,CELL.2870,3,Injury_20DPI_rep3_SS200000147BL_B5,2870,1,1660.0,1255.0,uninj,V,SFRPRGC,SFRPEGC
CELL.2871,CELL.2871,0,Injury_20DPI_rep3_SS200000147BL_B5,2871,11,1663.0,914.0,uninj,V,VLMC,VLMC
CELL.2872,CELL.2872,3,Injury_20DPI_rep3_SS200000147BL_B5,2872,3,1662.0,1522.0,uninj,V,VLMC,VLMC
CELL.2873,CELL.2873,3,Injury_20DPI_rep3_SS200000147BL_B5,2873,1,1661.0,1370.0,uninj,V,SFRPRGC,SFRPEGC
CELL.2874,CELL.2874,5,Injury_20DPI_rep3_SS200000147BL_B5,2874,10,1667.0,4482.0,uninj,D,DPEX,DPEX
CELL.2875,CELL.2875,3,Injury_20DPI_rep3_SS200000147BL_B5,2875,1,1667.0,1192.0,uninj,V,SFRPRGC,SFRPEGC
CELL.2876,CELL.2876,0,Injury_20DPI_rep3_SS200000147BL_B5,2876,2,1666.0,823.0,uninj,V,CCKIN,CCKIN
CELL.2877,CELL.2877,3,Injury_20DPI_rep3_SS200000147BL_B5,2877,1,1666.0,1324.0,uninj,V,SFRPRGC,SFRPEGC
CELL.2878,CELL.2878,2,Injury_20DPI_rep3_SS200000147BL_B5,2878,7,1667.0,550.0,uninj,V,CMPN,CMPN
CELL.2879,CELL.2879,3,Injury_20DPI_rep3_SS200000147BL_B5,2879,3,1661.0,1488.0,uninj,V,VLMC,VLMC
CELL.2880,CELL.2880,0,Injury_20DPI_rep3_SS200000147BL_B5,2880,7,1674.0,997.0,uninj,V,CMPN,CMPN
CELL.2881,CELL.2881,6,Injury_20DPI_rep3_SS200000147BL_B5,2881,5,1668.0,4114.0,uninj,D,WNTRGC,WNTEGC
CELL.2883,CELL.2883,0,Injury_20DPI_rep3_SS200000147BL_B5,2883,0,1670.0,1054.0,uninj,V,DIPC,TLNBL
CELL.2884,CELL.2884,5,Injury_20DPI_rep3_SS200000147BL_B5,2884,8,1670.0,4254.0,uninj,D,DPEX,DPEX
CELL.2885,CELL.2885,2,Injury_20DPI_rep3_SS200000147BL_B5,2885,15,1676.0,706.0,uninj,V,CMPN,CMPN
CELL.2886,CELL.2886,5,Injury_20DPI_rep3_SS200000147BL_B5,2886,8,1672.0,4396.0,uninj,D,DPEX,DPEX
CELL.2887,CELL.2887,3,Injury_20DPI_rep3_SS200000147BL_B5,2887,1,1677.0,1171.0,uninj,V,DIPC,TLNBL
CELL.2888,CELL.2888,3,Injury_20DPI_rep3_SS200000147BL_B5,2888,1,1667.0,1403.0,uninj,V,DIPC,TLNBL
CELL.2889,CELL.2889,5,Injury_20DPI_rep3_SS200000147BL_B5,2889,8,1677.0,4339.0,uninj,D,DPEX,DPEX
CELL.2890,CELL.2890,1,Injury_20DPI_rep3_SS200000147BL_B5,2890,3,1678.0,4785.0,uninj,D,VLMC,VLMC
CELL.2891,CELL.2891,2,Injury_20DPI_rep3_SS200000147BL_B5,2891,7,1681.0,774.0,uninj,V,CMPN,CMPN
CELL.2892,CELL.2892,6,Injury_20DPI_rep3_SS200000147BL_B5,2892,5,1677.0,4067.0,uninj,D,WNTRGC,WNTEGC
CELL.2893,CELL.2893,6,Injury_20DPI_rep3_SS200000147BL_B5,2893,5,1680.0,4145.0,uninj,D,WNTRGC,WNTEGC
CELL.2894,CELL.2894,5,Injury_20DPI_rep3_SS200000147BL_B5,2894,8,1678.0,4319.0,uninj,D,DPEX,DPEX
CELL.2895,CELL.2895,0,Injury_20DPI_rep3_SS200000147BL_B5,2895,7,1680.0,1091.0,uninj,V,CMPN,CMPN
CELL.2896,CELL.2896,5,Injury_20DPI_rep3_SS200000147BL_B5,2896,8,1679.0,4182.0,uninj,D,DPEX,DPEX
CELL.2897,CELL.2897,5,Injury_20DPI_rep3_SS200000147BL_B5,2897,8,1681.0,4285.0,uninj,D,DPEX,DPEX
CELL.2898,CELL.2898,2,Injury_20DPI_rep3_SS200000147BL_B5,2898,7,1680.0,660.0,uninj,V,CMPN,CMPN
CELL.2899,CELL.2899,3,Injury_20DPI_rep3_SS200000147BL_B5,2899,1,1684.0,1438.0,uninj,V,DIPC,TLNBL
CELL.2900,CELL.2900,3,Injury_20DPI_rep3_SS200000147BL_B5,2900,1,1672.0,1466.0,uninj,V,SFRPRGC,SFRPEGC
CELL.2901,CELL.2901,1,Injury_20DPI_rep3_SS200000147BL_B5,2901,3,1669.0,1630.0,uninj,V,VLMC,VLMC
CELL.2902,CELL.2902,5,Injury_20DPI_rep3_SS200000147BL_B5,2902,8,1680.0,4446.0,uninj,D,DPEX,DPEX
CELL.2903,CELL.2903,0,Injury_20DPI_rep3_SS200000147BL_B5,2903,7,1683.0,852.0,uninj,V,CMPN,CMPN
CELL.2904,CELL.2904,0,Injury_20DPI_rep3_SS200000147BL_B5,2904,13,1682.0,1115.0,uninj,V,Immature Neuron-Wound,IMN
CELL.2905,CELL.2905,1,Injury_20DPI_rep3_SS200000147BL_B5,2905,3,1685.0,1584.0,uninj,V,VLMC,VLMC
CELL.2907,CELL.2907,0,Injury_20DPI_rep3_SS200000147BL_B5,2907,0,1684.0,941.0,uninj,V,DIPC,TLNBL
CELL.2908,CELL.2908,0,Injury_20DPI_rep3_SS200000147BL_B5,2908,0,1688.0,1035.0,uninj,V,DIPC,TLNBL
CELL.2909,CELL.2909,3,Injury_20DPI_rep3_SS200000147BL_B5,2909,1,1681.0,1232.0,uninj,V,DIPC,TLNBL
CELL.2910,CELL.2910,3,Injury_20DPI_rep3_SS200000147BL_B5,2910,1,1684.0,1282.0,uninj,V,SFRPRGC,SFRPEGC
CELL.2911,CELL.2911,2,Injury_20DPI_rep3_SS200000147BL_B5,2911,7,1691.0,890.0,uninj,V,CMPN,CMPN
CELL.2912,CELL.2912,0,Injury_20DPI_rep3_SS200000147BL_B5,2912,7,1691.0,1068.0,uninj,V,CMPN,CMPN
CELL.2913,CELL.2913,1,Injury_20DPI_rep3_SS200000147BL_B5,2913,0,1694.0,1610.0,uninj,V,DIPC,TLNBL
CELL.2914,CELL.2914,2,Injury_20DPI_rep3_SS200000147BL_B5,2914,7,1688.0,738.0,uninj,V,CMPN,CMPN
CELL.2915,CELL.2915,2,Injury_20DPI_rep3_SS200000147BL_B5,2915,2,1694.0,794.0,uninj,V,CCKIN,CCKIN
CELL.2916,CELL.2916,5,Injury_20DPI_rep3_SS200000147BL_B5,2916,8,1688.0,4217.0,uninj,D,DPEX,DPEX
CELL.2917,CELL.2917,5,Injury_20DPI_rep3_SS200000147BL_B5,2917,3,1699.0,4589.0,uninj,D,VLMC,VLMC
CELL.2918,CELL.2918,0,Injury_20DPI_rep3_SS200000147BL_B5,2918,0,1698.0,920.0,uninj,V,DIPC,TLNBL
CELL.2919,CELL.2919,3,Injury_20DPI_rep3_SS200000147BL_B5,2919,1,1691.0,1514.0,uninj,V,DIPC,TLNBL
CELL.2921,CELL.2921,3,Injury_20DPI_rep3_SS200000147BL_B5,2921,1,1696.0,1369.0,uninj,V,SFRPRGC,SFRPEGC
CELL.2922,CELL.2922,1,Injury_20DPI_rep3_SS200000147BL_B5,2922,3,1683.0,1551.0,uninj,V,VLMC,VLMC
CELL.2923,CELL.2923,5,Injury_20DPI_rep3_SS200000147BL_B5,2923,3,1700.0,4628.0,uninj,D,VLMC,VLMC
CELL.2924,CELL.2924,1,Injury_20DPI_rep3_SS200000147BL_B5,2924,3,1696.0,364.0,uninj,V,VLMC,VLMC
CELL.2925,CELL.2925,6,Injury_20DPI_rep3_SS200000147BL_B5,2925,1,1696.0,4127.0,uninj,D,SFRPRGC,SFRPEGC
CELL.2927,CELL.2927,0,Injury_20DPI_rep3_SS200000147BL_B5,2927,7,1699.0,991.0,uninj,V,CMPN,CMPN
CELL.2928,CELL.2928,5,Injury_20DPI_rep3_SS200000147BL_B5,2928,7,1702.0,4156.0,uninj,D,CMPN,CMPN
CELL.2929,CELL.2929,5,Injury_20DPI_rep3_SS200000147BL_B5,2929,3,1701.0,4663.0,uninj,D,VLMC,VLMC
CELL.2930,CELL.2930,2,Injury_20DPI_rep3_SS200000147BL_B5,2930,7,1700.0,679.0,uninj,V,CMPN,CMPN
CELL.2931,CELL.2931,3,Injury_20DPI_rep3_SS200000147BL_B5,2931,1,1707.0,1179.0,uninj,V,SFRPRGC,SFRPEGC
CELL.2933,CELL.2933,0,Injury_20DPI_rep3_SS200000147BL_B5,2933,7,1694.0,969.0,uninj,V,CMPN,CMPN
CELL.2934,CELL.2934,2,Injury_20DPI_rep3_SS200000147BL_B5,2934,7,1704.0,1129.0,uninj,V,CMPN,CMPN
CELL.2935,CELL.2935,3,Injury_20DPI_rep3_SS200000147BL_B5,2935,1,1698.0,1340.0,uninj,V,SFRPRGC,SFRPEGC
CELL.2936,CELL.2936,0,Injury_20DPI_rep3_SS200000147BL_B5,2936,7,1706.0,1152.0,uninj,V,DIPC,TLNBL
CELL.2937,CELL.2937,5,Injury_20DPI_rep3_SS200000147BL_B5,2937,8,1697.0,4357.0,uninj,D,DPEX,DPEX
CELL.2939,CELL.2939,3,Injury_20DPI_rep3_SS200000147BL_B5,2939,1,1705.0,1303.0,uninj,V,SFRPRGC,SFRPEGC
CELL.2940,CELL.2940,3,Injury_20DPI_rep3_SS200000147BL_B5,2940,1,1704.0,1419.0,uninj,V,DIPC,TLNBL
CELL.2941,CELL.2941,5,Injury_20DPI_rep3_SS200000147BL_B5,2941,8,1705.0,4319.0,uninj,D,DPEX,DPEX
CELL.2942,CELL.2942,5,Injury_20DPI_rep3_SS200000147BL_B5,2942,8,1706.0,4407.0,uninj,D,DPEX,DPEX
CELL.2943,CELL.2943,5,Injury_20DPI_rep3_SS200000147BL_B5,2943,8,1712.0,4493.0,uninj,D,DPEX,DPEX
CELL.2944,CELL.2944,2,Injury_20DPI_rep3_SS200000147BL_B5,2944,7,1707.0,777.0,uninj,V,CMPN,CMPN
CELL.2945,CELL.2945,0,Injury_20DPI_rep3_SS200000147BL_B5,2945,7,1708.0,1022.0,uninj,V,CMPN,CMPN
CELL.2946,CELL.2946,6,Injury_20DPI_rep3_SS200000147BL_B5,2946,5,1707.0,4091.0,uninj,D,WNTRGC,WNTEGC
CELL.2947,CELL.2947,2,Injury_20DPI_rep3_SS200000147BL_B5,2947,7,1718.0,844.0,uninj,V,CMPN,CMPN
CELL.2948,CELL.2948,3,Injury_20DPI_rep3_SS200000147BL_B5,2948,1,1713.0,1229.0,uninj,V,DIPC,TLNBL
CELL.2949,CELL.2949,5,Injury_20DPI_rep3_SS200000147BL_B5,2949,8,1713.0,4273.0,uninj,D,DPEX,DPEX
CELL.2950,CELL.2950,0,Injury_20DPI_rep3_SS200000147BL_B5,2950,0,1712.0,1076.0,uninj,V,DIPC,TLNBL
CELL.2951,CELL.2951,2,Injury_20DPI_rep3_SS200000147BL_B5,2951,7,1712.0,804.0,uninj,V,CMPN,CMPN
CELL.2953,CELL.2953,2,Injury_20DPI_rep3_SS200000147BL_B5,2953,7,1716.0,873.0,uninj,V,CMPN,CMPN
CELL.2954,CELL.2954,3,Injury_20DPI_rep3_SS200000147BL_B5,2954,0,1712.0,1469.0,uninj,V,DIPC,TLNBL
CELL.2955,CELL.2955,5,Injury_20DPI_rep3_SS200000147BL_B5,2955,3,1719.0,4528.0,uninj,D,VLMC,VLMC
CELL.2956,CELL.2956,5,Injury_20DPI_rep3_SS200000147BL_B5,2956,8,1718.0,4179.0,uninj,D,DPEX,DPEX
CELL.2959,CELL.2959,2,Injury_20DPI_rep3_SS200000147BL_B5,2959,7,1720.0,702.0,uninj,V,CMPN,CMPN
CELL.2960,CELL.2960,0,Injury_20DPI_rep3_SS200000147BL_B5,2960,7,1720.0,905.0,uninj,V,CMPN,CMPN
CELL.2961,CELL.2961,3,Injury_20DPI_rep3_SS200000147BL_B5,2961,1,1727.0,1282.0,uninj,V,SFRPRGC,SFRPEGC
CELL.2962,CELL.2962,0,Injury_20DPI_rep3_SS200000147BL_B5,2962,7,1722.0,1106.0,uninj,V,CMPN,CMPN
CELL.2963,CELL.2963,5,Injury_20DPI_rep3_SS200000147BL_B5,2963,8,1723.0,4380.0,uninj,D,DPEX,DPEX
CELL.2964,CELL.2964,5,Injury_20DPI_rep3_SS200000147BL_B5,2964,8,1723.0,4229.0,uninj,D,DPEX,DPEX
CELL.2965,CELL.2965,5,Injury_20DPI_rep3_SS200000147BL_B5,2965,3,1725.0,4619.0,uninj,D,VLMC,VLMC
CELL.2967,CELL.2967,2,Injury_20DPI_rep3_SS200000147BL_B5,2967,7,1730.0,635.0,uninj,V,CMPN,CMPN
CELL.2968,CELL.2968,3,Injury_20DPI_rep3_SS200000147BL_B5,2968,1,1726.0,1141.0,uninj,V,DIPC,TLNBL
CELL.2971,CELL.2971,2,Injury_20DPI_rep3_SS200000147BL_B5,2971,7,1729.0,817.0,uninj,V,CMPN,CMPN
CELL.2972,CELL.2972,0,Injury_20DPI_rep3_SS200000147BL_B5,2972,7,1730.0,951.0,uninj,V,CMPN,CMPN
CELL.2973,CELL.2973,5,Injury_20DPI_rep3_SS200000147BL_B5,2973,8,1732.0,4320.0,uninj,D,DPEX,DPEX
CELL.2974,CELL.2974,0,Injury_20DPI_rep3_SS200000147BL_B5,2974,7,1734.0,1049.0,uninj,V,CMPN,CMPN
CELL.2975,CELL.2975,2,Injury_20DPI_rep3_SS200000147BL_B5,2975,7,1740.0,736.0,uninj,V,CMPN,CMPN
CELL.2976,CELL.2976,5,Injury_20DPI_rep3_SS200000147BL_B5,2976,8,1729.0,4456.0,uninj,D,DPEX,DPEX
CELL.2977,CELL.2977,3,Injury_20DPI_rep3_SS200000147BL_B5,2977,1,1732.0,1314.0,uninj,V,SFRPRGC,SFRPEGC
CELL.2978,CELL.2978,0,Injury_20DPI_rep3_SS200000147BL_B5,2978,7,1734.0,982.0,uninj,V,CMPN,CMPN
CELL.2979,CELL.2979,6,Injury_20DPI_rep3_SS200000147BL_B5,2979,1,1732.0,4072.0,uninj,D,SFRPRGC,SFRPEGC
CELL.2980,CELL.2980,5,Injury_20DPI_rep3_SS200000147BL_B5,2980,8,1751.0,4202.0,uninj,D,DPEX,DPEX
CELL.2981,CELL.2981,5,Injury_20DPI_rep3_SS200000147BL_B5,2981,8,1735.0,4481.0,uninj,D,DPEX,DPEX
CELL.2982,CELL.2982,3,Injury_20DPI_rep3_SS200000147BL_B5,2982,1,1733.0,1213.0,uninj,V,SFRPRGC,SFRPEGC
CELL.2983,CELL.2983,5,Injury_20DPI_rep3_SS200000147BL_B5,2983,8,1734.0,4298.0,uninj,D,DPEX,DPEX
CELL.2984,CELL.2984,0,Injury_20DPI_rep3_SS200000147BL_B5,2984,7,1740.0,1018.0,uninj,V,CMPN,CMPN
CELL.2985,CELL.2985,6,Injury_20DPI_rep3_SS200000147BL_B5,2985,5,1742.0,4136.0,uninj,D,WNTRGC,WNTEGC
CELL.2986,CELL.2986,4,Injury_20DPI_rep3_SS200000147BL_B5,2986,3,1740.0,4543.0,uninj,D,VLMC,VLMC
CELL.2987,CELL.2987,1,Injury_20DPI_rep3_SS200000147BL_B5,2987,3,1741.0,5010.0,uninj,D,VLMC,VLMC
CELL.2989,CELL.2989,2,Injury_20DPI_rep3_SS200000147BL_B5,2989,7,1743.0,760.0,uninj,V,CMPN,CMPN
CELL.2990,CELL.2990,1,Injury_20DPI_rep3_SS200000147BL_B5,2990,3,1740.0,1953.0,uninj,V,VLMC,VLMC
CELL.2991,CELL.2991,5,Injury_20DPI_rep3_SS200000147BL_B5,2991,10,1740.0,4509.0,uninj,D,DPEX,DPEX
CELL.2992,CELL.2992,6,Injury_20DPI_rep3_SS200000147BL_B5,2992,5,1744.0,4174.0,uninj,D,WNTRGC,WNTEGC
CELL.2994,CELL.2994,6,Injury_20DPI_rep3_SS200000147BL_B5,2994,5,1741.0,4102.0,uninj,D,WNTRGC,WNTEGC
CELL.2995,CELL.2995,2,Injury_20DPI_rep3_SS200000147BL_B5,2995,0,1745.0,918.0,uninj,V,DIPC,TLNBL
CELL.2996,CELL.2996,3,Injury_20DPI_rep3_SS200000147BL_B5,2996,1,1740.0,1167.0,uninj,V,SFRPRGC,SFRPEGC
CELL.2997,CELL.2997,2,Injury_20DPI_rep3_SS200000147BL_B5,2997,7,1746.0,867.0,uninj,V,CMPN,CMPN
CELL.2998,CELL.2998,6,Injury_20DPI_rep3_SS200000147BL_B5,2998,5,1744.0,4043.0,uninj,D,WNTRGC,WNTEGC
CELL.2999,CELL.2999,5,Injury_20DPI_rep3_SS200000147BL_B5,2999,8,1747.0,4274.0,uninj,D,DPEX,DPEX
CELL.3000,CELL.3000,5,Injury_20DPI_rep3_SS200000147BL_B5,3000,8,1756.0,4238.0,uninj,D,DPEX,DPEX
CELL.3001,CELL.3001,2,Injury_20DPI_rep3_SS200000147BL_B5,3001,7,1753.0,801.0,uninj,V,CMPN,CMPN
CELL.3003,CELL.3003,5,Injury_20DPI_rep3_SS200000147BL_B5,3003,8,1753.0,4337.0,uninj,D,DPEX,DPEX
CELL.3004,CELL.3004,0,Injury_20DPI_rep3_SS200000147BL_B5,3004,0,1758.0,1044.0,uninj,V,DIPC,TLNBL
CELL.3005,CELL.3005,0,Injury_20DPI_rep3_SS200000147BL_B5,3005,7,1758.0,1085.0,uninj,V,CMPN,CMPN
CELL.3006,CELL.3006,0,Injury_20DPI_rep3_SS200000147BL_B5,3006,7,1754.0,1124.0,uninj,V,DIPC,TLNBL
CELL.3007,CELL.3007,1,Injury_20DPI_rep3_SS200000147BL_B5,3007,11,1757.0,610.0,uninj,V,VLMC,VLMC
CELL.3008,CELL.3008,2,Injury_20DPI_rep3_SS200000147BL_B5,3008,7,1770.0,692.0,uninj,V,CMPN,CMPN
CELL.3010,CELL.3010,3,Injury_20DPI_rep3_SS200000147BL_B5,3010,1,1764.0,1248.0,uninj,V,SFRPRGC,SFRPEGC
CELL.3011,CELL.3011,1,Injury_20DPI_rep3_SS200000147BL_B5,3011,3,1749.0,1984.0,uninj,V,VLMC,VLMC
CELL.3012,CELL.3012,5,Injury_20DPI_rep3_SS200000147BL_B5,3012,8,1759.0,4315.0,uninj,D,DPEX,DPEX
CELL.3013,CELL.3013,1,Injury_20DPI_rep3_SS200000147BL_B5,3013,13,1764.0,579.0,uninj,V,Immature Neuron-Wound,IMN
CELL.3014,CELL.3014,3,Injury_20DPI_rep3_SS200000147BL_B5,3014,1,1758.0,1207.0,uninj,V,SFRPRGC,SFRPEGC
CELL.3015,CELL.3015,5,Injury_20DPI_rep3_SS200000147BL_B5,3015,8,1761.0,4384.0,uninj,D,DPEX,DPEX
CELL.3016,CELL.3016,0,Injury_20DPI_rep3_SS200000147BL_B5,3016,0,1768.0,937.0,uninj,V,DIPC,TLNBL
CELL.3017,CELL.3017,2,Injury_20DPI_rep3_SS200000147BL_B5,3017,7,1765.0,829.0,uninj,V,CMPN,CMPN
CELL.3018,CELL.3018,1,Injury_20DPI_rep3_SS200000147BL_B5,3018,3,1764.0,2446.0,uninj,V,VLMC,VLMC
CELL.3019,CELL.3019,6,Injury_20DPI_rep3_SS200000147BL_B5,3019,5,1763.0,4179.0,uninj,D,WNTRGC,WNTEGC
CELL.3020,CELL.3020,5,Injury_20DPI_rep3_SS200000147BL_B5,3020,8,1766.0,4292.0,uninj,D,DPEX,DPEX
CELL.3021,CELL.3021,1,Injury_20DPI_rep3_SS200000147BL_B5,3021,3,1759.0,75.0,uninj,V,VLMC,VLMC
CELL.3022,CELL.3022,5,Injury_20DPI_rep3_SS200000147BL_B5,3022,8,1768.0,4436.0,uninj,D,DPEX,DPEX
CELL.3023,CELL.3023,2,Injury_20DPI_rep3_SS200000147BL_B5,3023,7,1769.0,775.0,uninj,V,CMPN,CMPN
CELL.3024,CELL.3024,0,Injury_20DPI_rep3_SS200000147BL_B5,3024,7,1767.0,995.0,uninj,V,CMPN,CMPN
CELL.3025,CELL.3025,3,Injury_20DPI_rep3_SS200000147BL_B5,3025,1,1760.0,1306.0,uninj,V,SFRPRGC,SFRPEGC
CELL.3026,CELL.3026,6,Injury_20DPI_rep3_SS200000147BL_B5,3026,5,1765.0,4094.0,uninj,D,WNTRGC,WNTEGC
CELL.3027,CELL.3027,6,Injury_20DPI_rep3_SS200000147BL_B5,3027,5,1768.0,4149.0,uninj,D,WNTRGC,WNTEGC
CELL.3029,CELL.3029,0,Injury_20DPI_rep3_SS200000147BL_B5,3029,2,1770.0,866.0,uninj,V,CCKIN,CCKIN
CELL.3030,CELL.3030,1,Injury_20DPI_rep3_SS200000147BL_B5,3030,7,1768.0,3935.0,uninj,D,CMPN,CMPN
CELL.3032,CELL.3032,5,Injury_20DPI_rep3_SS200000147BL_B5,3032,8,1775.0,4482.0,uninj,D,DPEX,DPEX
CELL.3033,CELL.3033,0,Injury_20DPI_rep3_SS200000147BL_B5,3033,7,1770.0,966.0,uninj,V,CMPN,CMPN
CELL.3034,CELL.3034,3,Injury_20DPI_rep3_SS200000147BL_B5,3034,1,1772.0,1153.0,uninj,V,SFRPRGC,SFRPEGC
CELL.3035,CELL.3035,2,Injury_20DPI_rep3_SS200000147BL_B5,3035,7,1777.0,721.0,uninj,V,CMPN,CMPN
CELL.3036,CELL.3036,3,Injury_20DPI_rep3_SS200000147BL_B5,3036,1,1779.0,1217.0,uninj,V,SFRPRGC,SFRPEGC
CELL.3037,CELL.3037,1,Injury_20DPI_rep3_SS200000147BL_B5,3037,11,1772.0,5026.0,uninj,D,VLMC,VLMC
CELL.3038,CELL.3038,2,Injury_20DPI_rep3_SS200000147BL_B5,3038,7,1776.0,649.0,uninj,V,CMPN,CMPN
