X,CellID,Batch,Annotation,cell_id
CELL.2346,CELL.2346,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,2346
CELL.2347,CELL.2347,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,2347
CELL.2348,CELL.2348,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTEGC,2348
CELL.2349,CELL.2349,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,TLNBL,2349
CELL.2350,CELL.2350,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,2350
CELL.2352,CELL.2352,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,2352
CELL.2353,CELL.2353,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,2353
CELL.2355,CELL.2355,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,2355
CELL.2356,CELL.2356,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,RIBEGC,2356
CELL.2357,CELL.2357,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,2357
CELL.2358,CELL.2358,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,2358
CELL.2360,CELL.2360,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,2360
CELL.2361,CELL.2361,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,2361
CELL.2362,CELL.2362,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,2362
CELL.2363,CELL.2363,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SFRPEGC,2363
CELL.2364,CELL.2364,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,2364
CELL.2365,CELL.2365,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,2365
CELL.2366,CELL.2366,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,2366
CELL.2367,CELL.2367,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SFRPEGC,2367
CELL.2368,CELL.2368,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTEGC,2368
CELL.2369,CELL.2369,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTEGC,2369
CELL.2370,CELL.2370,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,2370
CELL.2371,CELL.2371,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,2371
CELL.2372,CELL.2372,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,2372
CELL.2373,CELL.2373,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,2373
CELL.2374,CELL.2374,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,2374
CELL.2375,CELL.2375,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,2375
CELL.2376,CELL.2376,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,2376
CELL.2377,CELL.2377,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,2377
CELL.2378,CELL.2378,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,2378
CELL.2379,CELL.2379,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTEGC,2379
CELL.2380,CELL.2380,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,2380
CELL.2381,CELL.2381,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,2381
CELL.2383,CELL.2383,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,2383
CELL.2384,CELL.2384,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,2384
CELL.2385,CELL.2385,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SFRPEGC,2385
CELL.2386,CELL.2386,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CCKIN,2386
CELL.2388,CELL.2388,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,2388
CELL.2389,CELL.2389,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,2389
CELL.2390,CELL.2390,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,2390
CELL.2391,CELL.2391,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,TLNBL,2391
CELL.2393,CELL.2393,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SFRPEGC,2393
CELL.2394,CELL.2394,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,2394
CELL.2395,CELL.2395,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SFRPEGC,2395
CELL.2396,CELL.2396,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,2396
CELL.2397,CELL.2397,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SFRPEGC,2397
CELL.2398,CELL.2398,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,2398
CELL.2399,CELL.2399,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,2399
CELL.2400,CELL.2400,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,2400
CELL.2401,CELL.2401,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,2401
CELL.2402,CELL.2402,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,2402
CELL.2403,CELL.2403,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,2403
CELL.2404,CELL.2404,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,2404
CELL.2405,CELL.2405,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,2405
CELL.2407,CELL.2407,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,2407
CELL.2408,CELL.2408,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,2408
CELL.2409,CELL.2409,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTEGC,2409
CELL.2410,CELL.2410,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTEGC,2410
CELL.2411,CELL.2411,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,2411
CELL.2412,CELL.2412,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,2412
CELL.2413,CELL.2413,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,2413
CELL.2414,CELL.2414,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,2414
CELL.2415,CELL.2415,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,2415
CELL.2416,CELL.2416,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,2416
CELL.2417,CELL.2417,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,2417
CELL.2418,CELL.2418,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,2418
CELL.2420,CELL.2420,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CCKIN,2420
CELL.2421,CELL.2421,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SFRPEGC,2421
CELL.2422,CELL.2422,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTEGC,2422
CELL.2423,CELL.2423,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,TLNBL,2423
CELL.2425,CELL.2425,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,2425
CELL.2426,CELL.2426,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,2426
CELL.2427,CELL.2427,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,2427
CELL.2428,CELL.2428,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,2428
CELL.2429,CELL.2429,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,2429
CELL.2430,CELL.2430,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,2430
CELL.2431,CELL.2431,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,2431
CELL.2433,CELL.2433,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,TLNBL,2433
CELL.2434,CELL.2434,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,2434
CELL.2435,CELL.2435,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTEGC,2435
CELL.2436,CELL.2436,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,2436
CELL.2437,CELL.2437,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,2437
CELL.2438,CELL.2438,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,2438
CELL.2439,CELL.2439,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,2439
CELL.2440,CELL.2440,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,2440
CELL.2441,CELL.2441,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,2441
CELL.2442,CELL.2442,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,2442
CELL.2443,CELL.2443,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SFRPEGC,2443
CELL.2445,CELL.2445,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,2445
CELL.2446,CELL.2446,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,2446
CELL.2447,CELL.2447,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,2447
CELL.2448,CELL.2448,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,2448
CELL.2449,CELL.2449,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,2449
CELL.2450,CELL.2450,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTEGC,2450
CELL.2451,CELL.2451,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,2451
CELL.2452,CELL.2452,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,2452
CELL.2453,CELL.2453,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,2453
CELL.2454,CELL.2454,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,2454
CELL.2455,CELL.2455,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,2455
CELL.2456,CELL.2456,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SFRPEGC,2456
CELL.2457,CELL.2457,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,2457
CELL.2458,CELL.2458,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,TLNBL,2458
CELL.2460,CELL.2460,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,2460
CELL.2461,CELL.2461,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SFRPEGC,2461
CELL.2463,CELL.2463,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,2463
CELL.2464,CELL.2464,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,2464
CELL.2465,CELL.2465,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,2465
CELL.2466,CELL.2466,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTEGC,2466
CELL.2467,CELL.2467,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,2467
CELL.2470,CELL.2470,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SFRPEGC,2470
CELL.2471,CELL.2471,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,2471
CELL.2473,CELL.2473,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,2473
CELL.2476,CELL.2476,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,2476
CELL.2477,CELL.2477,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,2477
CELL.2478,CELL.2478,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,2478
CELL.2479,CELL.2479,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,2479
CELL.2480,CELL.2480,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,2480
CELL.2481,CELL.2481,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,2481
CELL.2482,CELL.2482,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,2482
CELL.2483,CELL.2483,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SFRPEGC,2483
CELL.2484,CELL.2484,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,2484
CELL.2485,CELL.2485,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SFRPEGC,2485
CELL.2486,CELL.2486,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,2486
CELL.2487,CELL.2487,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTEGC,2487
CELL.2488,CELL.2488,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,2488
CELL.2489,CELL.2489,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,2489
CELL.2490,CELL.2490,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTEGC,2490
CELL.2492,CELL.2492,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,2492
CELL.2493,CELL.2493,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTEGC,2493
CELL.2494,CELL.2494,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,2494
CELL.2495,CELL.2495,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,2495
CELL.2496,CELL.2496,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,2496
CELL.2497,CELL.2497,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,2497
CELL.2498,CELL.2498,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,TLNBL,2498
CELL.2499,CELL.2499,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,2499
CELL.2500,CELL.2500,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,TLNBL,2500
CELL.2501,CELL.2501,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,2501
CELL.2502,CELL.2502,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,TLNBL,2502
CELL.2503,CELL.2503,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,TLNBL,2503
CELL.2504,CELL.2504,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,2504
CELL.2505,CELL.2505,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,2505
CELL.2506,CELL.2506,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,2506
CELL.2507,CELL.2507,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,2507
CELL.2508,CELL.2508,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SSTIN,2508
CELL.2509,CELL.2509,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,2509
CELL.2510,CELL.2510,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,2510
CELL.2511,CELL.2511,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,2511
CELL.2512,CELL.2512,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,2512
CELL.2513,CELL.2513,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,2513
CELL.2514,CELL.2514,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,2514
CELL.2515,CELL.2515,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,2515
CELL.2516,CELL.2516,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,2516
CELL.2517,CELL.2517,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,TLNBL,2517
CELL.2518,CELL.2518,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,2518
CELL.2519,CELL.2519,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SFRPEGC,2519
CELL.2520,CELL.2520,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,2520
CELL.2521,CELL.2521,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,2521
CELL.2522,CELL.2522,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,2522
CELL.2523,CELL.2523,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTEGC,2523
CELL.2524,CELL.2524,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SSTIN,2524
CELL.2525,CELL.2525,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,2525
CELL.2527,CELL.2527,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,2527
CELL.2528,CELL.2528,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,2528
CELL.2529,CELL.2529,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,2529
CELL.2530,CELL.2530,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,2530
CELL.2531,CELL.2531,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,2531
CELL.2532,CELL.2532,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,2532
CELL.2533,CELL.2533,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,2533
CELL.2534,CELL.2534,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,2534
CELL.2535,CELL.2535,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,2535
CELL.2536,CELL.2536,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,2536
CELL.2537,CELL.2537,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,2537
CELL.2539,CELL.2539,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,2539
CELL.2540,CELL.2540,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,TLNBL,2540
CELL.2541,CELL.2541,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,2541
CELL.2542,CELL.2542,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,2542
CELL.2543,CELL.2543,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,2543
CELL.2544,CELL.2544,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CCKIN,2544
CELL.2545,CELL.2545,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,2545
CELL.2546,CELL.2546,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,2546
CELL.2547,CELL.2547,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,2547
CELL.2548,CELL.2548,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,2548
CELL.2549,CELL.2549,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,2549
CELL.2550,CELL.2550,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,2550
CELL.2551,CELL.2551,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,2551
CELL.2552,CELL.2552,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,2552
CELL.2553,CELL.2553,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,2553
CELL.2554,CELL.2554,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,2554
CELL.2555,CELL.2555,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTEGC,2555
CELL.2556,CELL.2556,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,2556
CELL.2557,CELL.2557,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,2557
CELL.2559,CELL.2559,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,2559
CELL.2560,CELL.2560,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTEGC,2560
CELL.2561,CELL.2561,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,2561
CELL.2563,CELL.2563,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,2563
CELL.2564,CELL.2564,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,2564
CELL.2565,CELL.2565,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SFRPEGC,2565
CELL.2566,CELL.2566,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,2566
CELL.2567,CELL.2567,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SFRPEGC,2567
CELL.2568,CELL.2568,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SSTIN,2568
CELL.2569,CELL.2569,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,2569
CELL.2570,CELL.2570,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,2570
CELL.2571,CELL.2571,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SFRPEGC,2571
CELL.2572,CELL.2572,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,2572
CELL.2573,CELL.2573,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SFRPEGC,2573
CELL.2574,CELL.2574,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,2574
CELL.2575,CELL.2575,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,TLNBL,2575
CELL.2576,CELL.2576,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,2576
CELL.2578,CELL.2578,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,2578
CELL.2579,CELL.2579,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SFRPEGC,2579
CELL.2580,CELL.2580,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,2580
CELL.2581,CELL.2581,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,2581
CELL.2583,CELL.2583,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,2583
CELL.2584,CELL.2584,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,2584
CELL.2585,CELL.2585,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,2585
CELL.2586,CELL.2586,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,2586
CELL.2587,CELL.2587,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,2587
CELL.2588,CELL.2588,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,2588
CELL.2589,CELL.2589,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTEGC,2589
CELL.2590,CELL.2590,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,2590
CELL.2591,CELL.2591,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,2591
CELL.2592,CELL.2592,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTEGC,2592
CELL.2593,CELL.2593,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,2593
CELL.2594,CELL.2594,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,TLNBL,2594
CELL.2595,CELL.2595,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTEGC,2595
CELL.2596,CELL.2596,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SFRPEGC,2596
CELL.2597,CELL.2597,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,2597
CELL.2598,CELL.2598,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,2598
CELL.2599,CELL.2599,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,2599
CELL.2600,CELL.2600,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,2600
CELL.2602,CELL.2602,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,TLNBL,2602
CELL.2603,CELL.2603,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,TLNBL,2603
CELL.2604,CELL.2604,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,2604
CELL.2605,CELL.2605,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,2605
CELL.2606,CELL.2606,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,2606
CELL.2607,CELL.2607,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,2607
CELL.2608,CELL.2608,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,2608
CELL.2609,CELL.2609,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,2609
CELL.2610,CELL.2610,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,2610
CELL.2611,CELL.2611,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,TLNBL,2611
CELL.2612,CELL.2612,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,2612
CELL.2613,CELL.2613,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,2613
CELL.2614,CELL.2614,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,2614
CELL.2615,CELL.2615,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,TLNBL,2615
CELL.2616,CELL.2616,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NTNG1EX,2616
CELL.2617,CELL.2617,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,2617
CELL.2618,CELL.2618,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,2618
CELL.2619,CELL.2619,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,2619
CELL.2622,CELL.2622,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,2622
CELL.2623,CELL.2623,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,TLNBL,2623
CELL.2625,CELL.2625,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,2625
CELL.2626,CELL.2626,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,2626
CELL.2627,CELL.2627,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,2627
CELL.2628,CELL.2628,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,2628
